1913 Yamada               B8A3885-9 Fl Ph                     {+1}   (F78-1) [4915] eB   N  - 623 8  Im   K0 V           
1914 Trzebnica            A6A0610-E He Ni                     {+1}   (853+2) [475F] B    -  - 311 8  Im   G5 V           
1916 Sao Jose de Uba      D200325-4 Va Lo                     {-3}   (821-1) [3154] B    S  - 107 8  Im   M0 V           
1918 Oberwil              A886955-F Ga Hi Pr                  {+3}   (B8B+3) [6C2F] EcB  -  - 403 9  Im   F5 V           
1921 Avanhandava          C510203-7 Lo                        {-2}   (A11+3) [2187] B    -  - 901 4  Im   M5 V M5 V      
1923 Parksville           CBB55A8-A Fl Ni Px                  {+0}   (945+2) [656C] B    -  - 403 8  Im   G5 V           
1924 Belo Campo           A200659-D Va Ni Na                  {+1}   (E55+3) [372A] B    -  - 324 8  Im   G0 V           
1930 Christineli          B200747-C Va Na Pi                  {+2}   (F66+0) [B999] DB   -  - 308 8  Im   w D            
1931 Epicles              AAB89BB-A Fl Hi In                  {+5}   (F8C+0) [5E69] fEB  NS - 104 7  Im   M0 V           
1934 Dzoavits             A2007A7-C Va Na Pi                  {+2}   (E69-3) [3938] DB   -  - 715 8  Im   M0 V           
1935 San Gregorio Atzom   C200479-A Va Ni                     {+0}   (C31+0) [5489] B    -  - 204 6  Im   M5 V           
1936 Amphios              D200410-4 Va Ni                     {-3}   (930+1) [4185] B    -  - 902 5  Im   K5 V M5 V      
1937 Mcvittie             B8B5665-8 Fl Ni                     {+0}   (A51+0) [864B] B    NS - 604 7  Im   M0 V           
1938 Hirai                C200565-7 Va Ni                     {-2}   (A40+5) [7327] B    S  - 304 8  Im   M0 V           
2006 Uthumphon Phisai     C7B8532-5 Fl Ni                     {-2}   (543+1) [2316] B    -  - 302 6  Im   M5 V           
2012 Owerri               E200441-7 Va Ni                     {-3}   (331+3) [7133] B    -  - 104 8  Im   K0 V           
2015 Goianinha            D1006AE-A Va Ni Na                  {-1}   (D51+4) [952F] B    S  - 506 8  Im   w D            
2016 Kamoun               C200520-A Va Ni                     {+0}   (D44-5) [5585] B    -  - 805 7  Im   M0 V           
2019 Krautter             E7B2466-5 Fl He Ni Px               {-3}   (930+2) [5117] B    -  - 700 4  Im   M0 V M5 V      
2024 Carllewis            A20078B-A Va Na Pi                  {+2}   (D67-2) [2947] DB   -  - 206 8  Im   M0 V           
2029 Polyphont            A100610-D Va Ni Na                  {+1}   (653+3) [872B] B    N  - 201 3  Im   M5 V M5 V      
2035 Milton Keynes        C6A7458-6 Fl Ni                     {-2}   (631+2) [3241] B    S  - 504 7  Im   M0 V           
2036 Vigia                CBB7330-A Fl Lo                     {+0}   (C21+5) [234D] B    -  - 205 8  Im   K5 V           
2037 Iitti                BBB5661-9 Fl Ni                     {+0}   (A52+0) [6636] B    N  - 604 8  Im   K0 V           
2107 Cristina             C200488-6 Va Ni                     {-2}   (532-2) [6252] B    S  - 502 7  Im   M0 V           
2109 Stafford             BAB5741-A Fl                        {+2}   (A68-2) [4949] B    -  - 305 8  Im   K0 V           
2110 Perols               CBB3669-9 Fl Ni Px                  {-1}   (853+3) [454C] B    -  - 902 9  Im   F5 V           
2112 Gloor                C200553-8 Va Ni                     {-2}   (F40-3) [533A] B    -  - 404 7  Im   M0 V           
2113 Bourgeois            C200103-C Va Lo                     {+0}   (E01-1) [111F] B    -  - 315 7  Im   w D            
2116 Bonnyrigg            A20069B-D Va Ni Na                  {+1}   (952-1) [578D] B    -  - 614 6  Im   M5 V           
2123 Asp                  D200333-7 Va Lo                     {-3}   (521-5) [5147] B    -  - 200 3  Im   M0 V M5 V      
2126 Friedafein           D200100-8 Va Lo                     {-3}   (D01-1) [1168] B    -  - 607 7  Im   w D            
2131 Beni Fouda           C662467-5 Ni                        {-2}   (732+3) [1218] B    -  - 603 8  Im   K0 V           
2132 Liberato Salzano     C100223-7 Va Lo                     {-2}   (411-2) [2189] B    S  - 106 7  Im   w D            
2133 Ipiranga             C200335-9 Va Lo                     {-1}   (F21+3) [7219] B    -  - 314 6  Im   M5 V           
2135 Waterford            ABB0EEE-D He Hi In                  {+4}   (6DD-4) [FF2E] fEB  -  A 704 7  Im   K5 V           
2136 Jerome               B200751-D Va Na Pi                  {+2}   (966-2) [694C] DB   -  - 702 4  Im   M5 V M5 V      
2138 Gilgit               CBB2369-5 Fl He Lo Px               {-2}   (721-1) [1166] B    -  - 700 4  Im   M0 V M5 V      
2201 Goppingen            A200625-A Va Ni Na                  {+1}   (A54-1) [5728] B    S  - 606 7  Im   w D            
2204 Petaluma             E7A0202-5 He Lo                     {-3}   (711+1) [1146] B    -  - 223 9  Im   F5 V           
2207 Clarke               C6A2643-A Fl He Ni                  {+0}   (B53+1) [7667] B    -  - 912 8  Im   G0 V           
2209 Dreyfus              A000656-E As Va Ni Na               {+1}   (954+4) [678E] B    S  - 702 4  Im   M5 V w D       
2212 Holger               C6A1100-8 Fl He Lo                  {-2}   (D01+2) [1156] B    -  - 205 8  Im   K0 V           
2214 Argentan             D962205-3 Lo                        {-3}   (611+0) [4155] B    -  - 702 9  Im   F0 V           
2217 Agramunt             C200557-A Va Ni                     {+0}   (F45-2) [7537] B    -  - 315 8  Im   M0 V           
2218 Spilamberto          C200785-6 Va Na Pi                  {-1}   (361-4) [7664] DB   -  - 904 7  Im   M0 V           
2220 Rochefort            A200863-C Va Ph Na Pi               {+2}   (57D-1) [AA1C] eDB  N  - 600 2  Im   M5 V M5 V      
2223 Flammario            B7A2662-8 Fl He Ni                  {-1}   (A50-3) [5547] B    N  - 913 9  Im   G0 V           
2224 Shantix              B100656-A Va Ni Na                  {+1}   (C53+0) [275B] B    S  - 114 6  Im   M5 V           
2226 Commerson            C300479-A Va Ni                     {+0}   (A34+4) [6488] B    -  - 103 4  Im   M5 V M5 V      
2229 Rye                  B7A09B8-B He Hi In                  {+4}   (D88+0) [BD8C] fEB  -  - 922 9  Im   F0 V           
2230 Itaguara             C300558-8 Va Ni                     {-2}   (D43-1) [6329] B    -  - 504 7  Im   M0 V           
2234 Aberdeen             C6A7121-7 Fl Lo                     {-2}   (501-4) [4127] B    -  - 103 8  Im   K0 V           
2236 Hilden               B2008CA-8 Va Ph Na Pi               {+0}   (97C+0) [8835] eDB  N  - 804 7  Im   M0 V           
2237 Oulad Tayeb          C9A5200-7 Fl Lo                     {-2}   (511+1) [1156] B    -  - 104 8  Im   K0 V           
2307 Youngtown            C9B5420-5 Fl Ni                     {-2}   (C31-1) [2237] B    S  - 613 9  Im   G0 V           
2309 Marcin               A100977-E Va Hi Na In               {+4}   (F8C-4) [BD3E] fEB  -  - 805 6  Im   M5 V           
2311 Cliffside Park       ECB5421-6 Fl Ni                     {-3}   (530-1) [4166] B    -  - 900 5  Im   F5 V K5 V      
2312 Shapleya             B200777-D Va Na Pi                  {+2}   (A68-2) [A98C] DB   S  - 214 9  Im   G0 V           
2319 Frasso               C200340-9 Va Lo                     {-1}   (A21-2) [7297] B    S  - 904 6  Im   M5 V           
2325 Heek                 C200520-A Va Ni                     {+0}   (B41+0) [659B] B    -  - 513 9  Im   F0 V           
2326 Baidoa               C200432-7 Va Ni                     {-2}   (B34+1) [7224] B    S  - 700 4  Im   G0 V M5 V      
2327 Misratah             B200677-A Va Ni Na                  {+1}   (853-1) [4789] B    N  - 704 7  Im   M0 V           
2331 Hifleischer          CAB2510-6 Fl He Ni                  {-2}   (843+0) [231B] B    -  - 304 8  Im   G5 V           
2332 Rybalka              CAB4533-9 Fl Ni                     {-1}   (B40+4) [6478] B    S  - 604 8  Im   K0 V           
2335 Camp Hill            E785336-5 Ga Lo                     {-3}   (721+1) [8181] B    -  - 514 8  Im   K5 V           
2337 Acailandia           D200234-6 Va Lo                     {-3}   (611+0) [5143] B    -  - 504 6  Im   M5 V           
2339 Tabuk                C200788-7 Va Na Pi                  {-1}   (666-3) [8694] DB   -  - 714 7  Im   M0 V           
2401 Asheboro             C200343-A Va Lo                     {+0}   (D21-5) [131B] B    S  - 804 7  Im   M0 V           
2404 Uzhhorod             C7A6231-8 Fl Lo                     {-2}   (C11-2) [314A] B    S  - 113 8  Im   K0 V           
2406 Arruda dos Vinhos    B10077B-C Va Na Pi                  {+2}   (D66-1) [593F] DB   -  - 605 6  Im   M5 V           
2409 Bridge City          B100746-C Va Na Pi                  {+2}   (D65-1) [3957] DB   -  - 905 7  Im   M5 V           
2411 Penarroya-Pueblonu   CDB0641-5 Ni                        {-2}   (651+1) [9487] B    S  - 304 8  Im   K0 V           
2412 Gamovo               C200120-B Va Lo                     {+0}   (D01+0) [412A] B    -  - 904 7  Im   M0 V           
2415 Saint-Michel-Chef-   C200202-9 Va Lo                     {-1}   (A11+3) [115A] B    S  - 814 6  Im   M5 V           
2420 Cee                  A300FDE-D Va Hi Na In               {+4}   (FE7+1) [FF5B] fEB  S  A 505 8  Im   w D            
2422 Marlene              C892340-7 He Lo                     {-2}   (421+1) [5178] B    -  - 600 2  Im   K5 V M5 V K5 V 
2424 Ouderkerk aan den    CAB4579-9 Fl Ni Px                  {-1}   (C42-3) [848C] B    -  - 402 8  Im   G0 V           
2428 Cristopolis          C797322-7 Lo                        {-2}   (821+1) [4157] B    -  - 410 4  Im   F0 V F5 V      
2429 Bitias               C200424-7 Va Ni                     {-2}   (534-2) [5279] B    -  - 606 7  Im   M5 V           
2436 Lebofsky             B200888-8 Va Ph Na Pi               {+0}   (F72+4) [9869] eDB  -  - 807 7  Im   w D            
2504 Panying              C78A6AA-7 Wa Ni Ri                  {-1}   (B55+5) [6557] CB   -  - 604 8  Im   G5 V           
2505 Piqua                D200320-8 Va Lo                     {-3}   (A21-2) [613D] B    S  - 305 8  Im   M0 V           
2510 Dietramszell         X8B5000-0 Fl Ba                     {-3}   (600-5) [0000] B    -  R 004 7  Im   M5 V           
2511 Fresno               B400948-B Va Hi Na In               {+4}   (88E+1) [6D3E] fEB  N  - 301 6  Im   M5 V           
2513 South Portland       C7A4431-9 Fl Ni                     {-1}   (935-2) [435C] B    -  - 713 8  Im   G5 V           
2518 Orpheus              DBB4557-7 Fl Ni Px                  {-3}   (743+2) [5235] B    -  - 903 7  Im   K5 V           
2519 Samashki             D510485-5 Ni                        {-3}   (630+2) [3151] B    S  - 804 6  Im   M5 V           
2523 Penalva do Castelo   A760A83-E De Hi                     {+3}   (A99+1) [BD2B] EB   -  - 903 9  Im   F5 V           
2525 Neuilly-sur-Seine    A8A279D-B Fl He                     {+2}   (566-2) [992A] B    N  - 203 8  Im   G5 V           
2528 Heubach              C200520-6 Va Ni                     {-2}   (740-1) [4335] B    -  - 602 9  Im   G0 V           
2530 Bad Camberg          A2009CC-E Va Hi Na In               {+4}   (B8B+0) [BD7F] fEB  -  - 825 8  Im   M0 V           
2531 Khadyzhensk          C000000-0 As Va Ba                  {-2}   (700+0) [0000] B    -  - 001 3  Im   M5 V M5 V      
2532 Westville            B000766-D As Va Na Pi               {+2}   (667-3) [89AC] DB   -  - 912 9  Im   F0 V           
2533 Gregory              A200833-D Va Ph Na Pi               {+2}   (F7B-1) [5A99] eDB  N  - 915 8  Im   M0 V           
2536 Greci                D200354-7 Va Lo                     {-3}   (621-1) [81AC] B    -  - 107 8  Im   w D            
2601 Ulla                 A20079D-E Va Na Pi                  {+2}   (A67+2) [895F] DB   -  - 704 6  Im   M5 V           
2604 Oulad Yaich          C200430-9 Va Ni                     {-1}   (F31+3) [4336] B    -  - 305 8  Im   M0 V           
2612 Kakuda               C200311-7 Va Lo                     {-2}   (A21-1) [5188] B    S  - 204 8  Im   M0 V           
2617 Fukayacho            C76A222-A Wa Lo                     {+0}   (511+1) [326E] B    -  - 410 4  Im   G0 V M5 V      
2624 Ducrosa              A631675-D Ni Na Po                  {+1}   (A53+5) [775D] B    -  - 704 8  Im   K5 V           
2625 Pagegiai             A2008AC-A Va Ph Na Pi               {+2}   (E77-1) [BA87] eDB  -  - 324 8  Im   K0 V           
2626 Taggia               B200AA6-C Va Hi Na In               {+4}   (C9A-2) [FE59] fEB  -  - 303 7  Im   M0 V           
2630 Graceleanor          C300457-B Va Ni                     {+0}   (A33+1) [6429] B    S  - 414 6  Im   M5 V           
2633 Zapotlan de Juarez   C5A7562-7 Fl Ni                     {-2}   (342+0) [431B] B    S  - 803 7  Im   K5 V           
2634 Tasiusaq             B200865-A Va Ph Na Pi               {+2}   (D7B+0) [8A77] eDB  -  - 804 7  Im   M0 V           
2635 Africa               D200242-9 Va Lo                     {-2}   (A11-4) [418A] B    S  - 703 6  Im   M5 V           
2638 Junction City        A859988-D Hi                        {+3}   (78C-2) [EC5F] EB   N  - 801 5  Im   K0 V M5 V      
2702 Soledad              C200586-6 Va Ni                     {-2}   (B40-5) [A312] B    -  - 106 8  Im   M0 V           
2706 Tha Mai              A2009DF-C Va Hi Na In               {+4}   (F88-3) [CD2E] fEB  -  A 315 7  Im   M5 V           
2708 Glennville           B200640-C Va Ni Na                  {+1}   (754+3) [472B] B    N  - 804 6  Im   M5 V           
2710 Brecon               C4A6576-9 Fl Ni                     {-1}   (B45+2) [949A] B    -  - 902 10 Im   A0 V           
2711 Cambria              C200202-C Va Lo                     {+0}   (D11+1) [229B] B    -  - 615 8  Im   M0 V           
2716 Bintulu              EAB0366-8 He Lo                     {-3}   (F21-3) [2143] B    -  - 107 8  Im   w D            
2717 Careiro              C200456-B Va Ni                     {+0}   (A35+0) [448F] B    S  - 100 1  Im   M0 V M5 V      
2720 Port Orchard         C200776-A Va Na Pi                  {+1}   (868-3) [B86E] DB   -  - 900 1  Im   K5 V K5 V      
2721 Allington            A200656-C Va Ni Na                  {+2}   (C56-2) [6887] B    NS - 415 8  Im   K5 V           
2727 Akihiro              A89A88B-B Wa Ph Pi                  {+2}   (979+2) [5A6D] eDB  -  - 610 9  Im   M0 III         
2730 Hard                 E200245-6 Va Lo                     {-3}   (411+1) [1135] B    -  - 805 7  Im   M5 V           
2732 Mans                 CAB5441-8 Fl Ni                     {-2}   (C31+3) [8267] B    S  - 913 7  Im   K5 V           
2736 Nordlingen           B863610-7 Ni Ri                     {+0}   (752+0) [7682] CB   S  - 612 9  Im   A5 V           
2737 San Pietro Vernoti   C6A5510-9 Fl Ni                     {-1}   (741+2) [243B] B    S  - 901 4  Im   M0 V M5 V      
2738 Goncharova           B8B3753-B Fl                        {+2}   (B6D-1) [6919] B    N  - 804 7  Im   M0 V           
2807 Kirkham              C200214-6 Va Lo                     {-2}   (B11-2) [616A] B    -  - 904 7  Im   M5 V           
2809 Argentona            C5A3343-A Fl Lo                     {+0}   (821-3) [134A] B    S  - 911 9  Im   F5 V           
2810 Werkendam            C200675-6 Va Ni Na                  {-2}   (752-3) [4455] B    S  - 803 6  Im   M5 V           
2814 Grote                D6A4331-7 Fl Lo                     {-3}   (821+4) [1156] B    -  - 304 8  Im   K0 V           
2817 Cuyo                 C200000-0 Va Ba                     {-2}   (700-3) [0000] B    S  - 007 8  Im   w D            
2823 Allauch              E5A0446-5 He Ni                     {-3}   (930+3) [1125] B    -  - 103 8  Im   G5 V           
2825 Sakurano             C100458-D Va Ni                     {+0}   (D32-2) [647F] B    S  - 905 6  Im   M5 V           
2826 Donggou              CDB2411-8 Fl Ni                     {-2}   (D34-1) [4279] B    S  - 204 8  Im   K5 V           
2827 Pino                 D200533-7 Va Ni                     {-3}   (340-2) [8238] B    S  - 204 7  Im   M0 V           
2830 Santa Mariana        C7B4321-9 Fl Lo                     {-1}   (821-1) [522A] B    S  - 313 7  Im   K5 V           
2833 Gaya                 C200000-0 Va Ba                     {-2}   (900+1) [0000] B    -  - 014 7  Im   w D            
2834 Dahart               B100840-B Va Ph Na Pi               {+2}   (A75-2) [3A4B] eDB  N  - 114 6  Im   M5 V           
2836 Meiganga             C7C4498-A Fl Ni                     {+0}   (336+0) [7459] B    -  - 500 5  Im   G5 V K5 V      
2837 Casinhas             C963466-4 Ni                        {-2}   (434-1) [32A4] B    S  - 414 8  Im   K0 V           
2839 Valday               B2008CC-A Va Ph Na Pi               {+2}   (875+2) [6A9D] eDB  S  - 104 7  Im   M5 V           
2901 Florencia            B8B0799-8 He                        {+0}   (A65+0) [A716] B    -  - 913 9  Im   F5 V           
2903 Muzambinho           A200945-B Va Hi Na In               {+4}   (A88+1) [5D3E] fEB  N  - 906 8  Im   M0 V           
2904 Canto do Buriti      C200123-7 Va Lo                     {-2}   (501+2) [314C] B    -  - 215 8  Im   K5 V           
2905 New Romney           E6A2230-3 Fl He Lo                  {-3}   (611-2) [4121] B    -  - 302 7  Im   M0 V           
2919 Audincourt           C200544-8 Va Ni                     {-2}   (B41-4) [735A] B    -  - 415 7  Im   M0 V           
2920 Reno                 C200686-A Va Ni Na                  {+0}   (C51+3) [667A] B    -  - 715 8  Im   K5 V           
2921 Pidhorodne           C200354-7 Va Lo                     {-2}   (621+0) [2176] B    -  - 204 6  Im   M5 V           
2922 Volodarsk            C100323-B Va Lo                     {+0}   (421+3) [436D] B    -  - 801 2  Im   M5 V M5 V      
2929 Zychlin              A200DCE-F Va Hi Na In               {+4}   (DCC+2) [8F4F] fEB  N  A 606 8  Im   M0 V           
2934 Cupcini              B200877-8 Va Ph Na Pi               {+0}   (B76-4) [9894] eDB  -  - 104 7  Im   M0 V           
2936 Midland Park         E8A4100-8 Fl Lo                     {-3}   (801+2) [4198] B    -  - 703 8  Im   K0 V           
2938 Wyoming              CBB5452-9 Fl Ni                     {-1}   (A32+3) [433A] B    S  - 504 8  Im   G0 V           
2940 Votuporanga          D685547-3 Ga Ni Ag Pr               {-2}   (442+0) [5391] CcB  S  - 914 8  Im   K0 V           
3001 Mrirt                B865643-9 Ga Ni Ag Ri               {+2}   (A57+3) [A81D] CB   -  - 904 8  Im   K5 V           
3002 Orland Park          C5A1536-7 Fl He Ni Px               {-2}   (840+0) [A345] B    -  - 804 6  Im   M5 V           
3003 Krasnyy Sulin        E200611-5 Va Ni Na                  {-3}   (952+3) [8345] B    -  - 707 8  Im   w D            
3004 Dijon                B7779AB-9 Hi In                     {+3}   (98B-2) [BC89] EB   -  - 814 8  Im   K0 V           
3005 Katy                 A7A4621-9 Fl Ni                     {+0}   (655+0) [A62C] B    N  - 904 8  Im   K0 V           
3011 Lessek               E200100-A Va Lo                     {-1}   (901-4) [1157] B    -  - 705 6  Im   M5 V           
3014 Sopelana             C200522-6 Va Ni                     {-2}   (744+0) [4355] B    S  - 104 6  Im   M5 V           
3015 Fagioli              B0009AF-D As Va Hi Na In            {+5}   (88C-3) [AE59] fEB  NS - 712 6  Im   M5 V           
3020 Manchester           C745312-5 Lo                        {-2}   (521+4) [8165] B    S  - 613 8  Im   G0 V           
3025 Campanha             A9456AA-D Ni Ag                     {+2}   (F55+4) [887C] CB   -  - 322 8  Im   G5 V           
3031 Ixtlahuaca           B000625-9 As Va Ni Na               {+0}   (A54-4) [8657] B    -  - 122 8  Im   G0 V           
3037 Irshansk             X000348-2 As Va Lo                  {-3}   (A21+3) [1153] B    -  R 214 7  Im   M0 V           
3105 Bulboaca             B20079D-8 Va Na Pi                  {+1}   (C67+1) [7884] DB   NS - 714 9  Im   F5 V           
3111 Ajdovscina           C200576-8 Va Ni                     {-2}   (840+0) [4364] B    -  - 105 7  Im   M5 V           
3113 Clermont-l Herault   BCB6853-C Fl Ph                     {+2}   (278-4) [3A19] eB   S  - 900 4  Im   K0 V M5 V      
3116 Sitrian              B656999-8 Ga Hi                     {+1}   (C8A-3) [7A24] EB   -  - 403 9  Im   G0 V           
3117 Dubois               ABB6999-D Fl Hi In                  {+4}   (98C+2) [AD7C] fEB  N  - 303 8  Im   K5 V           
3119 Immokalee            C7A4664-A Fl Ni                     {+0}   (853+0) [4659] B    S  - 110 5  Im   K0 V K5 V      
3121 Agrat Bat Mahlat     A8A4637-A Fl Ni Px                  {+1}   (E52-3) [9768] B    -  - 803 8  Im   K0 V           
3123 Waldems              A000858-F As Va Ph Na Pi            {+2}   (D7C+0) [5A6F] eDB  N  - 614 8  Im   K5 V           
3125 Hirbovat             C200320-6 Va Lo                     {-2}   (621+0) [2126] B    -  - 502 4  Im   M5 V M5 V      
3127 Kath                 B300899-8 Va Ph Na Pi               {+0}   (979+3) [8815] eDB  -  - 600 4  Im   M0 V M5 V      
3130 Lunca Cetatuii       C200540-8 Va Ni                     {-2}   (843+3) [534A] B    S  - 504 8  Im   G5 V           
3133 Guabiruba            C200510-6 Va Ni                     {-2}   (844+3) [2383] B    -  - 107 7  Im   w D            
3135 Kryl                 A200864-A Va Ph Na Pi               {+3}   (E78+0) [9B68] eDB  NS - 505 8  Im   M0 V           
3137 Nele                 E200204-7 Va Lo                     {-3}   (A11+1) [2177] B    -  - 815 6  Im   M5 V           
3138 Hall in Tirol        A2009CD-F Va Hi Na In               {+4}   (F8B+0) [AD6F] fEB  -  - 506 8  Im   K5 V           
3139 Elsenfeld            D200532-6 Va Ni                     {-3}   (840+0) [622A] B    -  - 604 7  Im   M0 V           
3201 Tennyo               D200323-9 Va Lo                     {-2}   (F21-2) [316A] B    S  - 807 8  Im   w D            
3202 Kratchmarov          D200576-6 Va Ni                     {-3}   (943+5) [6263] B    S  - 603 6  Im   M5 V           
3203 Sardinata            A2009A9-E Va Hi Na In               {+4}   (B8E-3) [9D9E] fEB  -  - 314 7  Im   M0 V           
3204 Kircheva             E6A0132-7 He Lo                     {-3}   (801-2) [1143] B    -  - 623 7  Im   K5 V           
3205 Spring Lake Park     C200466-6 Va Ni                     {-2}   (932-4) [2247] B    -  - 504 8  Im   K5 V           
3208 Nkob                 C200405-9 Va Ni                     {-1}   (931+1) [1358] B    S  - 604 6  Im   M5 V           
3215 Caldas de Montbuy    A000945-D As Va Hi Na In            {+4}   (E8D+2) [8D3B] fEB  -  - 424 7  Im   M0 V           
3217 Roja                 C2005A7-8 Va Ni                     {-2}   (E43+5) [3359] B    -  - 705 7  Im   M5 V           
3218 Channahon            C790449-4 De He Ni                  {-2}   (730-3) [1265] B    -  - 303 8  Im   G5 V           
3219 Valadon              C200541-9 Va Ni                     {-1}   (F44+1) [845C] B    -  - 307 7  Im   w D            
3220 Chippewa Falls       C200301-9 Va Lo                     {-1}   (D21+0) [4256] B    -  - 603 6  Im   M5 V           
3223 Buhlertal            E100300-9 Va Lo                     {-2}   (921-2) [111A] B    -  - 304 6  Im   M5 V           
3225 Leicester            E100200-A Va Lo                     {-1}   (D11-2) [117A] B    -  - 405 6  Im   M5 V           
3228 Arbutus              C8A8255-B Fl Lo                     {+0}   (A11+3) [223C] B    -  - 603 8  Im   K5 V           
3231 Santa Maria          C9A1164-9 Fl He Lo                  {-1}   (A01+1) [512A] B    S  - 804 9  Im   G0 V           
3233 Hagonoy              C5A0556-6 He Ni                     {-2}   (844-2) [2335] B    S  - 805 7  Im   M0 V           
3239 Monett               B200755-9 Va Na Pi                  {+1}   (C6A-3) [A869] DB   -  - 515 7  Im   M0 V           
