Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1914	Misato	CAB5489-A	Fl Ni Px	{+0}	(936+1)	[1429]	B	-	-	411	8	Im	G5 V
1916	Douglas	B2009AB-B	Va Hi Na In	{+4}	(F8C-2)	[7D6B]	fEB	-	-	307	8	Im	M0 V
1918	Tsiganis	B886757-8	Ga Ag Ri	{+3}	(96D-1)	[7A65]	CB	NS	-	603	9	Im	F5 V
1921	Grotius	A1009DA-B	Va Hi Na In	{+4}	(C8B-1)	[7D2A]	fEB	-	-	801	4	Im	M5 V M5 V
1923	Gloor	E9B8200-9	Fl Lo	{-2}	(D11-3)	[412A]	B	-	-	503	8	Im	G5 V
1924	Sasaki	CCB2141-6	Fl He Lo	{-2}	(701+3)	[3183]	B	S	-	424	8	Im	G0 V
1930	Mrinalini	A2006A9-C	Va Ni Na	{+1}	(F56-3)	[9769]	B	-	-	708	8	Im	w D
1931	Rohret	C300201-7	Va Lo	{-2}	(411-5)	[1156]	B	-	-	304	7	Im	M0 V
1934	Pestalozzi	CCB6410-8	Fl Ni	{-2}	(E33-3)	[3267]	B	-	-	115	8	Im	M0 V
1935	Palva	B100894-B	Va Ph Na Pi	{+2}	(B78+0)	[9A3A]	eDB	-	-	204	6	Im	M5 V
1936	Yonaguni	C100323-C	Va Lo	{+0}	(C21+4)	[634C]	B	S	-	602	5	Im	K5 V M5 V
1937	Cossard	D410575-9	Ni	{-2}	(E42+5)	[2367]	B	S	-	204	7	Im	M0 V
1938	Maputo	C9A499B-B	Fl Hi In	{+3}	(C85-1)	[5C68]	EB	-	-	104	8	Im	M0 V
2006	Durrell	A7B9610-D	Fl Ni	{+1}	(B55+2)	[678F]	B	-	-	902	6	Im	M5 V
2012	Mbandaka	E6A3113-3	Fl Lo	{-3}	(701-1)	[6146]	B	-	-	904	8	Im	K0 V
2015	Bolzano	C100231-9	Va Lo	{-1}	(C11-4)	[1127]	B	S	-	806	8	Im	w D
2016	Brasilia	C7A8322-6	Fl Lo	{-2}	(521+2)	[1195]	B	-	-	705	7	Im	M0 V
2019	Terkan	C100324-C	Va Lo	{+0}	(621+3)	[431C]	B	S	-	500	4	Im	M0 V M5 V
2024	Mahal	B7A2965-A	Fl He Hi In	{+4}	(D86-3)	[8D1E]	fEB	-	-	506	8	Im	M0 V
2029	Jinyong	C200325-7	Va Lo	{-2}	(B21+0)	[1145]	B	S	-	101	3	Im	M5 V M5 V
2035	Tolstikov	C100554-8	Va Ni	{-2}	(841+1)	[1356]	B	-	-	204	7	Im	M0 V
2036	Spinrad	EAB4444-7	Fl Ni	{-3}	(A30+2)	[7136]	B	-	-	505	8	Im	K5 V
2037	Kirian	CDB4466-7	Fl Ni Px	{-2}	(434+0)	[1255]	B	-	-	604	8	Im	K0 V
2107	Kogayuki	C100000-0	Va Ba	{-2}	(B00+1)	[0000]	B	S	-	002	7	Im	M0 V
2109	Apaosha	B20089C-A	Va Ph Na Pi	{+2}	(778-1)	[BA55]	eDB	-	-	305	8	Im	K0 V
2110	Mirnaya	CBB3444-8	Fl Ni	{-2}	(730-3)	[8218]	B	-	-	402	9	Im	F5 V
2112	Burov	B100634-C	Va Ni Na	{+1}	(756+2)	[176C]	B	N	-	604	7	Im	M0 V
2113	Kirschvink	C200568-A	Va Ni	{+0}	(B44+0)	[8515]	B	S	-	115	7	Im	w D
2116	Tadjikistan	B000640-D	As Va Ni Na	{+1}	(D52-3)	[475F]	B	-	-	414	6	Im	M5 V
2123	Ethan	A100886-B	Va Ph Na Pi	{+3}	(77A+2)	[BB7F]	eDB	NS	-	800	3	Im	M0 V M5 V
2126	Libitina	C200111-A	Va Lo	{+0}	(E01-4)	[116A]	B	-	-	907	7	Im	w D
2131	Cassiano	D8A3231-4	Fl Lo	{-3}	(611+0)	[1133]	B	-	-	403	8	Im	K0 V
2132	Shekhtelia	D10068D-8	Va Ni Na	{-3}	(D50-1)	[2369]	B	S	-	306	7	Im	w D
2133	Pal'Chikov	A000625-B	As Va Ni Na	{+1}	(954-1)	[5729]	B	S	-	614	6	Im	M5 V
2135	Zachia	E100202-7	Va Lo	{-3}	(711+1)	[1148]	B	-	-	204	7	Im	K5 V
2136	Stockholm	C4B5643-B	Fl Ni	{+0}	(A53+1)	[7668]	B	-	-	902	4	Im	M5 V M5 V
2138	Occhialini	A7A4656-C	Fl Ni Px	{+1}	(754+4)	[678C]	B	S	-	700	4	Im	M0 V M5 V
2201	Bondia	C200100-9	Va Lo	{-1}	(E01+2)	[1157]	B	-	-	206	7	Im	w D
2204	Megkurohara	E9B0387-3	He Lo	{-3}	(721+2)	[3173]	B	-	-	623	9	Im	F5 V
2207	Naozane	CCB1448-9	Fl He Ni Px	{-1}	(832+3)	[136B]	B	-	-	712	8	Im	G0 V
2209	Strassmann	A100630-C	Va Ni Na	{+1}	(452+0)	[475A]	B	-	-	602	4	Im	M5 V w D
2212	Busch	B20097B-C	Va Hi Na In	{+5}	(C8A-1)	[7E6C]	fEB	NS	-	305	8	Im	K0 V
2214	Pulaski	C962520-7	Ni Pr	{-2}	(641-1)	[631A]	cB	S	-	602	9	Im	F0 V
2217	Oribe	C200220-B	Va Lo	{+0}	(A11-1)	[1219]	B	S	-	615	8	Im	M0 V
2218	Faure	X9A6359-3	Fl Lo	{-3}	(A21+1)	[8193]	B	-	R	604	7	Im	M0 V
2220	Shaubakshi	E100203-B	Va Lo	{-1}	(311-1)	[316C]	B	-	-	800	2	Im	M5 V M5 V
2223	Gotlib	C8A5300-9	Fl Lo	{-1}	(921-1)	[5268]	B	S	-	313	9	Im	G0 V
2224	Hadfield	C9A7326-6	Fl Lo	{-2}	(621+0)	[4144]	B	-	-	414	6	Im	M5 V
2226	Lapko	B100745-B	Va Na Pi	{+2}	(966+0)	[7938]	DB	N	-	703	4	Im	M5 V M5 V
2229	Charconley	C7A0364-6	He Lo	{-2}	(721-4)	[1126]	B	S	-	822	9	Im	F0 V
2230	Ronsawyer	D100486-6	Va Ni	{-3}	(831+2)	[3156]	B	S	-	604	7	Im	M0 V
2234	Emp	C9A45AD-6	Fl Ni	{-2}	(240-3)	[7334]	B	-	-	703	8	Im	K0 V
2236	Maire	C200545-6	Va Ni	{-2}	(643+0)	[5383]	B	-	-	504	7	Im	M0 V
2237	Puckett	C6B4300-7	Fl Lo	{-2}	(921-3)	[1145]	B	-	-	804	8	Im	K0 V
2307	Schlesinger	C5A0374-5	He Lo	{-2}	(721+0)	[1169]	B	-	-	913	9	Im	G0 V
2309	Dodelson	C100301-9	Va Lo	{-1}	(C21+5)	[4286]	B	-	-	705	6	Im	M5 V
2311	Ptah	CBB0231-8	He Lo	{-2}	(611-4)	[113B]	B	-	-	900	5	Im	F5 V K5 V
2312	Genniferubin	C300440-6	Va Ni	{-2}	(730+4)	[4222]	B	S	-	114	9	Im	G0 V
2319	Shimanto	C100533-B	Va Ni	{+0}	(B41+4)	[657A]	B	S	-	604	6	Im	M5 V
2325	Zhenko	EFB4558-7	Fl Ni Px	{-3}	(742+2)	[9244]	B	-	-	513	9	Im	F0 V
2326	Herrick	C200554-C	Va Ni	{+0}	(843-1)	[558B]	B	S	-	500	4	Im	G0 V M5 V
2327	Ahrens	D5A45A6-7	Fl Ni Px	{-3}	(540-3)	[6294]	B	S	-	604	7	Im	M0 V
2331	Okutama	CCB7343-9	Fl Lo	{-1}	(D21-5)	[121A]	B	S	-	804	8	Im	G5 V
2332	Segre	C9A0231-8	He Lo	{-2}	(C11-2)	[314A]	B	S	-	104	8	Im	K0 V
2335	Luna	A78566A-B	Ga Ni Ag Ri	{+3}	(D55-1)	[395B]	CB	N	-	914	8	Im	K5 V
2337	Ruslanova	B100746-C	Va Na Pi	{+2}	(C65-1)	[3957]	DB	-	-	904	6	Im	M5 V
2339	Arpola	C100531-A	Va Ni	{+0}	(D46+3)	[751E]	B	S	-	414	7	Im	M0 V
2401	Herge	C200577-A	Va Ni	{+0}	(B42-1)	[258F]	B	-	-	704	7	Im	M0 V
2404	Nagler	B7A0647-9	He Ni	{+0}	(D51+1)	[B6AB]	B	S	-	313	8	Im	K0 V
2406	Lincoln	D100386-5	Va Lo	{-3}	(321+0)	[1155]	B	-	-	405	6	Im	M5 V
2409	Julabeth	E200110-5	Va Lo	{-3}	(801+0)	[1168]	B	-	-	505	7	Im	M5 V
2411	Raytesar	B2007CA-9	Va Na Pi	{+1}	(C6B-3)	[887A]	DB	-	-	904	8	Im	K0 V
2412	Nadherna	C200542-8	Va Ni	{-2}	(944-1)	[1356]	B	S	-	804	7	Im	M0 V
2415	Kiso	B300657-E	Va Ni Na	{+1}	(E52-4)	[676E]	B	-	-	814	6	Im	M5 V
2420	Rasa	C300331-A	Va Lo	{+0}	(F21+3)	[536B]	B	-	-	905	8	Im	w D
2422	Dolmatovskij	C510669-7	Ni Na	{-2}	(A53-2)	[6445]	B	-	-	800	2	Im	K5 V M5 V K5 V
2424	Mombasa	C9A0315-7	He Lo	{-2}	(821-1)	[6183]	B	-	-	502	8	Im	G0 V
2428	Thoreau	C797426-5	Ni Pa	{-2}	(733+3)	[3251]	cB	S	-	210	4	Im	F0 V F5 V
2429	Monterosa	A200987-F	Va Hi Na In	{+4}	(D8C+0)	[8D5F]	fEB	N	-	606	7	Im	M5 V
2436	Gerda	A200644-A	Va Ni Na	{+1}	(F57+1)	[578C]	B	-	-	607	7	Im	w D
2504	Dytallix	C78A38A-9	Wa Lo	{-1}	(921-2)	[5249]	B	S	-	504	8	Im	G5 V
2505	Abundantia	C7A2300-8	Fl He Lo	{-2}	(921+3)	[4118]	B	-	-	705	8	Im	M0 V
2510	Patwalker	AAB5972-D	Fl Hi In	{+4}	(B8A+1)	[AD2A]	fEB	-	-	904	7	Im	M5 V
2511	Cesky	A10079D-D	Va Na Pi	{+2}	(366-2)	[992C]	DB	N	-	201	6	Im	M5 V
2513	Miyoshi	BEB59A8-8	Fl Hi In	{+2}	(A85-1)	[8B37]	EB	-	-	613	8	Im	G5 V
2518	Otokar	CCB2555-A	Fl He Ni	{+0}	(D43+1)	[451C]	B	S	-	403	7	Im	K5 V
2519	Amphitrite	E100124-8	Va Lo	{-3}	(F01-2)	[3119]	B	-	-	104	6	Im	M5 V
2523	Kaminokuni	B7606AE-6	De Ni Ri	{+0}	(755+0)	[3655]	CB	S	-	803	9	Im	F5 V
2525	Sam	C8A2200-6	Fl He Lo	{-2}	(911+0)	[1179]	B	-	-	803	8	Im	G5 V
2528	Condillac	ADB887C-E	Fl Ph	{+2}	(E7A+2)	[6A5F]	eB	N	-	402	9	Im	G0 V
2530	Tunis	C000352-B	As Va Lo	{+0}	(F21+1)	[531B]	B	-	-	825	8	Im	M0 V
2531	Manticore	C100110-7	Va Lo	{-2}	(701+1)	[1144]	B	S	-	101	3	Im	M5 V M5 V
2532	Egorov	EDB4310-8	Fl Lo	{-3}	(921-3)	[2169]	B	-	-	412	9	Im	F0 V
2533	Hengzhou	CDB3599-6	Fl Ni Px	{-2}	(740+3)	[6336]	B	-	-	415	8	Im	M0 V
2536	Griboedov	B200663-A	Va Ni Na	{+1}	(F57-1)	[6768]	B	-	-	307	8	Im	w D
2601	Wilhelms	A30089A-C	Va Ph Na Pi	{+2}	(C7B+4)	[BA58]	eDB	-	-	904	6	Im	M5 V
2604	Shuryanka	C30076A-7	Va Na Pi	{-1}	(A68-1)	[5669]	DB	S	-	205	8	Im	M0 V
2612	Amara	C20035A-7	Va Lo	{-2}	(321+1)	[3164]	B	-	-	604	8	Im	M0 V
2617	Allentown	E76A226-4	Wa Lo	{-3}	(711-2)	[1148]	B	-	-	310	4	Im	G0 V M5 V
2624	Dobrovolsky	C631550-B	Ni Po	{+0}	(B41+0)	[4579]	B	-	-	404	8	Im	K5 V
2625	Louhi	D000421-8	As Va Ni	{-3}	(D30+1)	[517D]	B	S	-	124	8	Im	K0 V
2626	Astropis	A200985-D	Va Hi Na In	{+4}	(A8E-2)	[9D58]	fEB	N	-	703	7	Im	M0 V
2630	Mertona	E5A0133-5	He Lo	{-3}	(401+3)	[1176]	B	-	-	214	6	Im	M5 V
2633	Miklenov	A100973-F	Va Hi Na In	{+4}	(68B+2)	[5D3F]	fEB	N	-	303	7	Im	K5 V
2634	Jaotsungi	B5A3687-A	Fl Ni Px	{+1}	(D57+2)	[A79B]	B	-	-	404	7	Im	M0 V
2635	Villon	C8B5337-9	Fl Lo Px	{-1}	(A21-2)	[7277]	B	S	-	303	6	Im	M5 V
2638	Rosner	E859377-7	Lo	{-3}	(621-4)	[4116]	B	-	-	501	5	Im	K0 V M5 V
2702	Charcot	C300346-B	Va Lo	{+0}	(F21+0)	[338F]	B	S	-	706	8	Im	M0 V
2706	Holmia	B100877-E	Va Ph Na Pi	{+2}	(D76+4)	[9A9D]	eDB	-	-	615	7	Im	M5 V
2708	Aristoteles	C5A4330-9	Fl Lo	{-1}	(E21-5)	[2279]	B	S	-	504	6	Im	M5 V
2710	Cambier	BFB0796-C		{+2}	(96C-3)	[A918]	B	-	-	602	10	Im	A0 V
2711	Vadodara	C410523-6	Ni	{-2}	(541-1)	[2378]	B	-	-	915	8	Im	M0 V
2716	Trinh	EAB0211-4	He Lo	{-3}	(511+1)	[2131]	B	-	-	407	8	Im	w D
2717	Daly	C300444-A	Va Ni	{+0}	(835+2)	[5448]	B	-	-	200	1	Im	M0 V M5 V
2720	Aranyjanos	C5A0113-9	He Lo	{-1}	(901+0)	[1129]	B	S	-	600	1	Im	K5 V K5 V
2721	Tobetsu	C100310-7	Va Lo	{-2}	(921+4)	[2136]	B	S	-	215	8	Im	K5 V
2727	Susa	E89A486-8	Wa Ni	{-3}	(D30-2)	[6133]	B	-	-	310	9	Im	M0 III
2730	Phystech	B1007BC-C	Va Na Pi	{+2}	(A6E-1)	[693C]	DB	N	-	105	7	Im	M5 V
2732	Chenchikwan	C8B3303-7	Fl Lo	{-2}	(321-3)	[4197]	B	S	-	213	7	Im	K5 V
2736	Uluru	B863896-A	Ph Ri	{+3}	(675+1)	[8B19]	eCB	-	-	612	9	Im	A5 V
2737	Yoneta	C100598-B	Va Ni	{+0}	(844+0)	[757B]	B	-	-	801	4	Im	M0 V M5 V
2738	Hennessy	B200633-9	Va Ni Na	{+0}	(A55-2)	[5648]	B	N	-	204	7	Im	M0 V
2807	Kabandha	X300100-5	Va Lo	{-3}	(601-1)	[1125]	B	-	R	604	7	Im	M5 V
2809	Chernova	B5A3777-C	Fl	{+2}	(D6C+2)	[493D]	B	-	-	411	9	Im	F5 V
2810	Glassman	C7B3574-5	Fl Ni	{-2}	(442+0)	[1331]	B	-	-	803	6	Im	M5 V
2814	O'Meara	ACB4786-9	Fl	{+1}	(A69-2)	[2866]	B	N	-	304	8	Im	K0 V
2817	Vireday	C200252-9	Va Lo	{-1}	(F11+0)	[3125]	B	S	-	807	8	Im	w D
2823	Roseville	C5A0231-6	He Lo	{-2}	(C11+1)	[113B]	B	-	-	803	8	Im	G5 V
2825	Ueferji	B1007A7-D	Va Na Pi	{+2}	(C66+0)	[294F]	DB	-	-	205	6	Im	M5 V
2826	Sualan	E6A7226-3	Fl Lo	{-3}	(511+2)	[6152]	B	-	-	504	8	Im	K5 V
2827	Cambridge	E410100-6	Lo	{-3}	(901+2)	[1144]	B	-	-	504	7	Im	M0 V
2830	Laghouat	A0006AA-C	As Va Ni Na	{+1}	(C52-1)	[6719]	B	-	-	713	7	Im	K5 V
2833	Yoshinogari	C6B0476-5	He Ni	{-2}	(830+2)	[5263]	B	S	-	914	7	Im	w D
2834	Bayle	C10076A-9	Va Na Pi	{+0}	(B6A+2)	[A725]	DB	-	-	614	6	Im	M5 V
2836	Choikaiyau	C7C4344-7	Fl Lo	{-2}	(321+1)	[2157]	B	S	-	700	5	Im	G5 V K5 V
2837	Hayashima	C963255-8	Lo	{-2}	(C11-3)	[2176]	B	-	-	414	8	Im	K0 V
2839	Conakry	C8B8414-9	Fl Ni	{-1}	(C31-2)	[8378]	B	S	-	104	7	Im	M5 V
2901	Mikko	C300458-C	Va Ni	{+0}	(D35-1)	[744D]	B	-	-	913	9	Im	F5 V
2903	Layla	X410143-3	Lo	{-3}	(801-1)	[1165]	B	-	R	806	8	Im	M0 V
2904	Sawaishujiro	E000100-6	As Va Lo	{-3}	(701-1)	[116A]	B	-	-	815	8	Im	K5 V
2905	Greensleeves	D100200-7	Va Lo	{-3}	(611-2)	[418B]	B	-	-	202	7	Im	M0 V
2919	Nieuwenhuis	C000352-9	As Va Lo	{-1}	(C21+0)	[6257]	B	-	-	915	7	Im	M0 V
2920	Simohiro	BAB0677-7	He Ni	{-1}	(653+1)	[3549]	B	-	-	615	8	Im	K5 V
2921	Nickaiser	A1009E9-F	Va Hi Na In	{+4}	(A87-2)	[BD4F]	fEB	-	-	804	6	Im	M5 V
2922	Aeschylus	C100669-8	Va Ni Na	{-2}	(953+2)	[345D]	B	-	-	901	2	Im	M5 V M5 V
2929	Manaslu	C41046B-A	Ni	{+0}	(F33-1)	[342C]	B	-	-	606	8	Im	M0 V
2934	Thoptris	B8A489B-8	Fl Ph	{+0}	(E79-1)	[9866]	eB	-	-	704	7	Im	M0 V
2936	Patientia	CDB3625-A	Fl Ni	{+0}	(852-1)	[161B]	B	-	-	803	8	Im	K0 V
2938	Teresa	A6BA963-F	Fl Hi In	{+5}	(98F+5)	[BE4E]	fEB	NS	-	604	8	Im	G0 V
2940	Precombia	A685746-A	Ga Ag Ri	{+4}	(76E-1)	[5B67]	fCB	-	-	614	8	Im	K0 V
3001	Nametoko	C865548-7	Ga Ni Ag Pr	{-1}	(943+0)	[3418]	CcB	-	-	404	8	Im	K5 V
3002	Esashi	A5A1BC7-F	Fl He Hi In	{+4}	(8AF-2)	[EF5D]	fEB	N	-	204	6	Im	M5 V
3003	Hasler	E200330-4	Va Lo	{-3}	(A21+3)	[7158]	B	-	-	607	8	Im	w D
3004	Puijo	B777999-B	Hi In	{+4}	(A8F+2)	[7D59]	fEB	-	-	814	8	Im	K0 V
3005	Lawrence	C7A0545-5	He Ni	{-2}	(A44+0)	[8396]	B	S	-	404	8	Im	K0 V
3011	Tenagra	B2008AD-D	Va Ph Na Pi	{+2}	(979-3)	[6A7F]	eDB	-	-	305	6	Im	M5 V
3014	Maresjev	C100524-9	Va Ni	{-1}	(841-1)	[8479]	B	-	-	404	6	Im	M5 V
3015	Lykaon	C7A5143-5	Fl Lo	{-2}	(701-3)	[1123]	B	-	-	212	6	Im	M5 V
3020	Fes	C745000-0	Ba	{-2}	(500-1)	[0000]	B	S	-	013	8	Im	G0 V
3025	Minamitane	B945626-7	Ni Ag	{+1}	(353-2)	[5757]	CB	NS	-	822	8	Im	G5 V
3031	Masakichi	C000446-B	As Va Ni	{+0}	(F32+1)	[541C]	B	-	-	422	8	Im	G0 V
3037	Meslier	A5A0989-C	He Hi In	{+4}	(A89+2)	[BD2F]	fEB	-	-	314	7	Im	M0 V
3105	Runrun	A2009AE-F	Va Hi Na In	{+4}	(A88-2)	[5D2F]	fEB	N	-	214	9	Im	F5 V
3111	Bunke	A410868-B	Ph Na Pi	{+2}	(B7A+0)	[4A5A]	eDB	N	-	705	7	Im	M5 V
3113	Daisakyu	C6B0112-5	He Lo	{-2}	(601+3)	[5165]	B	-	-	800	4	Im	K0 V M5 V
3116	Almamater	B656774-6	Ga Ag	{+2}	(66B-3)	[5945]	CB	NS	-	803	9	Im	G0 V
3117	Runcorn	CAB5484-8	Fl Ni	{-2}	(831-3)	[4284]	B	-	-	203	8	Im	K5 V
3119	Sanner	D7B1120-4	Fl He Lo	{-3}	(301-4)	[1136]	B	-	-	610	5	Im	K0 V K5 V
3121	Cherny	CCB0154-7	He Lo	{-2}	(801-1)	[2137]	B	-	-	903	8	Im	K0 V
3123	Dewsbury	B6A09CD-B	He Hi In	{+4}	(A8B+2)	[CD6F]	fEB	-	-	514	8	Im	K5 V
3125	Zarrin	D100542-A	Va Ni	{-1}	(944+4)	[443B]	B	-	-	502	4	Im	M5 V M5 V
3127	Huia	B300668-C	Va Ni Na	{+1}	(857+0)	[771A]	B	N	-	500	4	Im	M0 V M5 V
3130	Maritima	BDB8674-B	Fl Ni	{+1}	(B53+3)	[A73B]	B	-	-	104	8	Im	G5 V
3133	Miselli	C20066A-B	Va Ni Na	{+0}	(C56-3)	[8677]	B	-	-	607	7	Im	w D
3135	Rainbach	C100457-8	Va Ni	{-2}	(932+4)	[8279]	B	S	-	105	8	Im	M0 V
3137	Nyria	C000461-7	As Va Ni	{-2}	(B31-2)	[8227]	B	S	-	515	6	Im	M5 V
3138	Pannekoek	A4107A8-F	Na Pi	{+2}	(E67-2)	[691B]	DB	S	-	806	8	Im	K5 V
3139	Caccin	C9A2300-B	Fl He Lo	{+0}	(C21-1)	[233C]	B	-	-	404	7	Im	M0 V
3201	Porzana	A6B069D-A	He Ni	{+1}	(C57+2)	[579B]	B	N	-	807	8	Im	w D
3202	Monella	C100545-8	Va Ni	{-2}	(E44+1)	[832D]	B	-	-	903	6	Im	M5 V
3203	Hiranai	C100540-7	Va Ni	{-2}	(A44+0)	[7344]	B	-	-	114	7	Im	M0 V
3204	Gertfinger	B000756-F	As Va Na Pi	{+2}	(869+3)	[A92F]	DB	-	-	923	7	Im	K5 V
3205	Haynald	B100887-A	Va Ph Na Pi	{+3}	(F79+3)	[7B46]	eDB	NS	-	104	8	Im	K5 V
3208	Thurmann	CBB3300-B	Fl Lo	{+0}	(A21+0)	[837B]	B	S	-	204	6	Im	M5 V
3215	Kaler	C000543-8	As Va Ni	{-2}	(C44+3)	[138A]	B	-	-	224	7	Im	M0 V
3217	Jaucourt	D7A4534-3	Fl Ni	{-3}	(540+2)	[8242]	B	-	-	405	7	Im	M5 V
3218	Rodionta	A790976-9	De He Hi In	{+3}	(987-1)	[9C65]	EB	N	-	103	8	Im	G5 V
3219	Junsaito	C200446-8	Va Ni	{-2}	(E30-1)	[324A]	B	S	-	107	7	Im	w D
3220	Galenmaly	B100633-9	Va Ni Na	{+0}	(753+1)	[564D]	B	-	-	703	6	Im	M5 V
3223	Franklin	C100144-8	Va Lo	{-2}	(A01-2)	[1178]	B	S	-	204	6	Im	M5 V
3225	Marion	A100748-F	Va Na Pi	{+2}	(F6E-2)	[892F]	DB	-	-	205	6	Im	M5 V
3228	Schroeder	C200536-B	Va Ni	{+0}	(943-3)	[654C]	B	-	-	103	8	Im	K5 V
3231	Velehrad	CAB3442-9	Fl Ni	{-1}	(932-1)	[5388]	B	S	-	704	9	Im	G0 V
3233	Winters	X5A0112-2	He Lo	{-3}	(901+1)	[2133]	B	-	R	505	7	Im	M0 V
3239	Akan	C200102-C	Va Lo	{+0}	(F01+1)	[314B]	B	-	-	715	7	Im	M0 V
