Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1931	Schlecht	CEB2777-7	Fl	{-1}	(766+1)	[6628]	B	-	-	914	7	Im	M0 V
1934	Rendtel	A6A38DF-8	Fl Ph	{+0}	(473-2)	[D84B]	eB	N	A	302	9	Im	F0 V
1939	Blathy	D878510-7	Ni Ag	{-2}	(642-2)	[6336]	CB	S	-	903	9	Im	G0 V
2002	Borisivanov	C200212-6	Va Lo	{-2}	(811-2)	[1148]	B	-	-	106	8	Im	w D
2003	Santa Ana	C100456-A	Va Ni	{+0}	(A32+2)	[1456]	B	-	-	103	6	Im	M5 V
2007	Dickinson	A10079B-F	Va Na Pi	{+2}	(C6A+2)	[A94F]	DB	-	-	114	7	Im	M0 V
2008	Brooktaylor	D200516-6	Va Ni	{-3}	(443-4)	[8226]	B	-	-	407	8	Im	w D
2011	Sisiliang	AFB58B6-E	Fl Ph	{+2}	(777+1)	[8A1D]	eB	-	-	412	8	Im	G0 V
2014	Oshima	D200330-6	Va Lo	{-3}	(921-5)	[2175]	B	S	-	104	8	Im	G0 V
2017	Goretti	C100554-8	Va Ni	{-2}	(C43+0)	[8376]	B	-	-	204	6	Im	M5 V
2018	Systris	C100576-C	Va Ni	{+0}	(E42+3)	[854F]	B	S	-	106	8	Im	M0 V
2021	Kretlow	D200240-9	Va Lo	{-2}	(F11+1)	[119C]	B	S	-	306	6	Im	w D w D w D
2026	Isamu	C935385-6	Lo	{-2}	(921+3)	[1192]	B	-	-	406	8	Im	K5 V
2027	Guyunusa	A100834-D	Va Ph Na Pi	{+3}	(479-5)	[8B6C]	eDB	NS	-	402	5	Im	K5 V M5 V M5 V
2028	Garlena	A962689-C	Ni Ri	{+2}	(854-3)	[887C]	CB	-	-	603	9	Im	G0 V
2029	Tirion	CFB1410-8	Fl Ni	{-2}	(731+2)	[9223]	B	-	-	405	8	Im	K5 V
2033	Elgin	A5AA642-C	Fl Ni	{+1}	(E57-1)	[677A]	B	-	-	703	8	Im	K0 V
2035	Freetown	B200641-A	Va Ni Na	{+1}	(E55+1)	[676E]	B	-	-	505	8	Im	K0 V
2037	Svertra	C8B0331-6	He Lo	{-2}	(521+0)	[4145]	B	-	-	811	10	Im	A0 V
2104	Wegener	C8A8644-9	Fl Ni	{-1}	(E54+3)	[9519]	B	S	-	304	8	Im	K5 V
2106	Hrabal	D6A2110-4	Fl He Lo	{-3}	(901+0)	[1191]	B	S	-	614	8	Im	G5 V
2107	Buffalo	E300400-A	Va Ni	{-1}	(631-2)	[235A]	B	-	-	504	7	Im	M0 V
2109	Kawazu	E9C9212-4	Fl Lo	{-3}	(411+3)	[5131]	B	-	-	100	4	Im	G5 V K5 V
2112	Schweke	E9B3420-4	Fl Ni	{-3}	(831+5)	[1181]	B	-	-	104	6	Im	M5 V
2113	Irinokaigan	E6A2558-9	Fl He Ni Px	{-2}	(B42+2)	[1377]	B	-	-	613	8	Im	G5 V
2114	Amaryllis	C300534-9	Va Ni	{-1}	(B40+1)	[8494]	B	-	-	104	6	Im	M5 V
2116	Valipra	ABB0EAC-E	He Hi In	{+4}	(BD8-1)	[FF6F]	fEB	N	-	522	8	Im	G5 V
2118	Matsushima	D6A2310-6	Fl He Lo	{-3}	(821+0)	[7146]	B	S	-	903	9	Im	F5 V
2119	Agaliarept	A410898-E	Ph Na Pi	{+2}	(E7B-1)	[BA3C]	eDB	S	-	202	8	Im	G0 V
2123	Fringilla	C7647CB-7	Ag Ri	{+1}	(56C-1)	[5888]	CB	S	-	822	8	Im	G5 V
2126	Scherer	C7A8427-5	Fl Ni	{-2}	(531+1)	[7266]	B	-	-	200	8	Im	M0 III
2127	Lyalya	E000103-A	As Va Lo	{-1}	(F01+4)	[1189]	B	-	-	914	8	Im	K5 V
2131	Pancratz	B7A1868-B	Fl He Ph	{+2}	(47C+0)	[8A1C]	eB	-	-	400	4	Im	F5 V F5 V
2137	Caleb	A5B5620-A	Fl Ni	{+1}	(C53-4)	[373A]	B	-	-	203	7	Im	K5 V
2138	Trambaris	B1008CE-9	Va Ph Na Pi	{+1}	(F7B+1)	[898D]	eDB	N	A	706	8	Im	K5 V
2202	Ilse	C100445-A	Va Ni	{+0}	(733+1)	[648A]	B	-	-	104	6	Im	M5 V
2206	Messier	C100154-D	Va Lo	{+0}	(901-1)	[116B]	B	-	-	504	6	Im	M5 V
2209	Milone	D300000-0	Va Ba	{-3}	(900-1)	[0000]	B	-	-	006	8	Im	w D
2212	Madeline	B100777-D	Va Na Pi	{+2}	(B6C+3)	[991F]	DB	N	-	704	6	Im	M5 V
2213	Mueller	DEB4431-7	Fl Ni	{-3}	(630+1)	[412B]	B	S	-	101	3	Im	K0 V K5 V
2214	Port Coquitlam	C752466-4	Ni Po	{-2}	(731+2)	[8264]	B	-	-	300	4	Im	G0 V K5 V G5 V
2221	Sapientia	E300348-4	Va Lo	{-3}	(B21+0)	[3186]	B	-	-	205	8	Im	K5 V
2222	Viv	E410447-6	Ni	{-3}	(230-1)	[4144]	B	-	-	805	6	Im	M5 V
2223	Anechka	CAB7424-9	Fl Ni	{-1}	(A32+2)	[4367]	B	S	-	104	7	Im	M0 V
2224	Hades	C100688-A	Va Ni Na	{+0}	(454-3)	[5699]	B	S	-	200	3	Im	K5 V K5 V
2232	Persephone	D8A2322-5	Fl He Lo	{-3}	(721+3)	[1141]	B	S	-	914	9	Im	F0 V
2304	Surajmishra	C200225-A	Va Lo	{+0}	(611-4)	[4238]	B	S	-	803	9	Im	G0 V
2306	Tranquility	C6B0351-A	He Lo	{+0}	(921-3)	[1316]	B	S	-	603	9	Im	F0 V
2309	Henrietta	A20067A-D	Va Ni Na	{+1}	(B53+4)	[8789]	B	-	-	304	8	Im	M0 V
2313	Elliot	X656122-F	Ga Lo	{-1}	(A01+4)	[2144]	B	-	R	900	4	Im	G0 V G5 V
2314	Franke	A7A7B96-C	Fl Hi In	{+4}	(FAC+1)	[DF8C]	fEB	-	-	405	7	Im	M0 V
2315	Oxford	E200253-9	Va Lo	{-2}	(E11+3)	[319A]	B	-	-	404	7	Im	M0 V
2316	Batens	A200945-B	Va Hi Na In	{+4}	(D8A+0)	[6D7E]	fEB	-	-	603	9	Im	F0 V
2318	Kindle	C300125-9	Va Lo	{-1}	(F01-2)	[1158]	B	S	-	504	6	Im	M5 V
2323	Atherton	C100454-C	Va Ni	{+0}	(533-4)	[646A]	B	-	-	303	6	Im	M5 V
2324	Crewe	A100878-F	Va Ph Na Pi	{+2}	(C7C-1)	[5A6F]	eDB	N	-	705	6	Im	M5 V
2326	Bartolucci	C100588-9	Va Ni	{-1}	(B45-2)	[443C]	B	-	-	505	6	Im	M5 V
2331	Lagillespie	A100665-B	Va Ni Na	{+1}	(854-1)	[77AF]	B	S	-	905	7	Im	M5 V
2332	Leitner	B2007CC-9	Va Na Pi	{+1}	(E6B-3)	[689D]	DB	-	-	607	8	Im	M0 V
2337	Alineraynal	C300469-6	Va Ni	{-2}	(632-5)	[7284]	B	-	-	904	7	Im	K5 V
2338	Nadezhda	B200665-C	Va Ni Na	{+1}	(B55-1)	[773F]	B	-	-	803	6	Im	M5 V
2403	Sabino	C200354-C	Va Lo	{+0}	(C21+2)	[235B]	B	-	-	107	7	Im	w D
2404	Bortle	C100416-B	Va Ni	{+0}	(A36+1)	[743F]	B	S	-	804	6	Im	M5 V
2406	Montaigne	C6A5597-9	Fl Ni Px	{-1}	(E45-2)	[449E]	B	S	-	805	8	Im	M0 V
2417	Velehrad	C6A0300-6	He Lo	{-2}	(621-1)	[6119]	B	-	-	903	8	Im	G0 V
2418	Clorinde	CEB5686-6	Fl Ni Px	{-2}	(352+4)	[6465]	B	S	-	513	8	Im	G5 V
2422	Combes	D8A6456-4	Fl Ni	{-3}	(630+1)	[3134]	B	-	-	604	9	Im	F0 V
2423	Van Biesbroeck	B30089D-B	Va Ph Na Pi	{+2}	(B79+4)	[8A7B]	eDB	N	-	304	4	Im	w D w D
2426	Falorni	A200840-F	Va Ph Na Pi	{+2}	(E7A-1)	[8A3F]	eDB	-	-	808	8	Im	w D
2427	Silver	CBB658D-8	Fl Ni	{-2}	(D44-2)	[2338]	B	S	-	615	8	Im	K5 V
2513	Kulin	C100852-C	Va Ph Na Pi	{+1}	(C7D+4)	[897E]	eDB	S	-	514	7	Im	M5 V
2515	Decabrina	ABB1965-F	Fl He Hi In	{+4}	(98E-3)	[CD6B]	fEB	-	-	412	8	Im	G5 V
2517	Fortov	B9A6632-B	Fl Ni	{+1}	(857-1)	[574E]	B	-	-	814	8	Im	M0 V
2518	Ono	C100526-9	Va Ni	{-1}	(E40+2)	[3456]	B	-	-	905	6	Im	M5 V
2520	Amymoffett	C7A5652-6	Fl Ni	{-2}	(652+5)	[5447]	B	-	-	100	4	Im	K0 V M5 V
2539	Kulik	C963400-8	Ni	{-2}	(832-3)	[821D]	B	-	-	104	8	Im	G5 V
2606	Kikuyo	A1007AA-E	Va Na Pi	{+2}	(C6E-1)	[597D]	DB	-	-	605	7	Im	M5 V
2607	Nicola	B100650-B	Va Ni Na	{+1}	(C56+1)	[4789]	B	-	-	404	6	Im	M5 V
2610	Gaborone	B8A2965-D	Fl He Hi In	{+4}	(98C-2)	[7D5F]	fEB	S	-	413	7	Im	M0 V
2612	Tlanus	C7A558B-9	Fl Ni	{-1}	(B40+5)	[9499]	B	-	-	204	8	Im	K5 V
2613	Ryugatake	D100544-7	Va Ni	{-3}	(640+2)	[6224]	B	-	-	104	6	Im	M5 V
2614	Seiya	B881766-8	Ri	{+1}	(665-4)	[28A6]	CB	S	-	213	9	Im	F0 V
2618	Opicampa	C300778-8	Va Na Pi	{-1}	(966+5)	[7658]	DB	S	-	802	9	Im	G0 V
2619	Branham	C5B2544-8	Fl He Ni	{-2}	(C40+0)	[434D]	B	S	-	305	7	Im	M0 V
2620	Dewsbury	CAB0567-9	He Ni	{-1}	(B43-3)	[444E]	B	-	-	403	8	Im	K0 V
2624	Quintilla	C955557-5	Ni Ag	{-1}	(745-3)	[7469]	CB	-	-	103	9	Im	F5 V
2625	Ellyett	CAB39A9-7	Fl Hi In	{+1}	(78A+1)	[9A59]	EB	-	-	403	8	Im	K5 V
2626	Sinyavsk	C410544-6	Ni	{-2}	(643-1)	[5343]	B	-	-	903	7	Im	M0 V
2627	Hirose	A7A677B-E	Fl	{+2}	(B6A+4)	[796F]	B	N	-	913	8	Im	K0 V
2630	Wales	C8A1524-6	Fl He Ni	{-2}	(940-3)	[3356]	B	S	-	505	8	Im	M0 V
2631	Abukumado	D410240-4	Lo	{-3}	(811-2)	[1155]	B	S	-	304	6	Im	M5 V
2632	La Harpe	CBB3104-8	Fl Lo	{-2}	(C01+0)	[513D]	B	S	-	403	8	Im	G5 V
2634	Yaji	E100000-0	Va Ba	{-3}	(500-3)	[0000]	B	-	-	005	6	Im	M5 V
2637	Ceto	C5A058A-A	He Ni	{+0}	(943+2)	[151A]	B	S	-	703	9	Im	F5 V
2638	Wanach	E100478-5	Va Ni	{-3}	(B30-3)	[116A]	B	-	-	703	8	Im	K5 V
2640	Hieizan	E799222-4	Lo	{-3}	(611-4)	[3174]	B	-	-	805	7	Im	M0 V
2702	Dunn	CCB3435-7	Fl Ni	{-2}	(B30-2)	[3239]	B	S	-	202	9	Im	F0 V
2703	Hannie	C200100-C	Va Lo	{+0}	(D01+1)	[216A]	B	S	-	507	8	Im	w D
2704	Lazio	C200578-9	Va Ni	{-1}	(841+2)	[3478]	B	S	-	306	7	Im	w D
2709	Urakawa	D100253-9	Va Lo	{-2}	(B11-3)	[2159]	B	S	-	203	7	Im	K5 V
2718	Kuittinen	C300879-9	Va Ph Na Pi	{+0}	(A75+1)	[883C]	eDB	-	-	513	9	Im	F0 V
2720	Mitaka	B41077C-D	Na Pi	{+2}	(D68+4)	[798B]	DB	S	-	714	7	Im	M0 V
2721	Stockholm	B20068C-D	Va Ni Na	{+1}	(252-2)	[873A]	B	S	-	300	4	Im	M0 V M5 V
2726	Hirons	D200124-7	Va Lo	{-3}	(501+2)	[3169]	B	S	-	107	8	Im	w D
2728	Gergana	B200631-9	Va Ni Na	{+0}	(C53-5)	[668A]	B	-	-	104	7	Im	M5 V
2730	Heindl	C100446-C	Va Ni	{+0}	(D36+5)	[5428]	B	-	-	905	6	Im	M5 V
2731	Rokunohe	C300330-B	Va Lo	{+0}	(C21+2)	[435C]	B	-	-	403	8	Im	G0 V
2734	Pareschi	B100679-9	Va Ni Na	{+0}	(F54-5)	[86AA]	B	-	-	824	7	Im	M0 V
2801	Usti	X510522-F	Ni	{-1}	(645-1)	[8481]	B	-	R	805	5	Im	w D w D
2806	Ramanlal	BCB2632-9	Fl He Ni	{+0}	(A53-2)	[665A]	B	-	-	213	6	Im	M5 V
2807	Agenor	DBB0265-5	He Lo	{-3}	(611-5)	[2146]	B	S	-	103	8	Im	G5 V
2809	Marka	C300468-9	Va Ni	{-1}	(934+5)	[3367]	B	S	-	703	5	Im	M5 V M5 V
2810	Brianza	D200323-5	Va Lo	{-3}	(621+4)	[2143]	B	-	-	104	7	Im	M0 V
2811	Cluny	B410ABE-D	Hi Na In	{+4}	(C97+0)	[CE7E]	fEB	-	-	604	5	Im	M5 V M5 V
2812	Dorchester	A100847-D	Va Ph Na Pi	{+2}	(B79+0)	[6A3D]	eDB	-	-	215	8	Im	M0 V
2814	Kaguya	ACB5620-9	Fl Ni	{+0}	(F55+0)	[266A]	B	N	-	214	8	Im	G0 V
2815	Drylax	CCB5583-9	Fl Ni	{-1}	(A40-2)	[3437]	B	-	-	403	6	Im	M5 V
2817	Tengchong	CCB6402-A	Fl Ni	{+0}	(C33-3)	[343D]	B	S	-	204	6	Im	M5 V
2820	Egorov	C100442-C	Va Ni	{+0}	(D34-2)	[645C]	B	S	-	805	7	Im	M5 V
2821	Schonbein	E7A515A-6	Fl Lo	{-3}	(901+4)	[4128]	B	-	-	503	7	Im	M0 V
2822	Ots	CAB3320-9	Fl Lo	{-1}	(921-4)	[6249]	B	-	-	512	8	Im	G0 V
2823	Europaeus	A2008BD-D	Va Ph Na Pi	{+3}	(F7D+1)	[8B8E]	eDB	NS	-	207	7	Im	w D
2824	Petofi	C7A4511-8	Fl Ni	{-2}	(B40+1)	[6366]	B	-	-	613	7	Im	K5 V
2825	Fuss	C100336-C	Va Lo	{+0}	(C21+4)	[232E]	B	-	-	105	7	Im	M5 V
2829	Matzner	B100764-E	Va Na Pi	{+2}	(568+0)	[B999]	DB	-	-	902	5	Im	M0 V M5 V
2835	Xuliyang	D5A0384-6	He Lo	{-3}	(921+3)	[5118]	B	-	-	213	7	Im	M0 V
2902	Crouch	DAB3412-6	Fl Ni	{-3}	(933+0)	[4177]	B	S	-	806	8	Im	K0 V
2903	Schlosser	C5A0647-6	He Ni	{-2}	(852+2)	[1446]	B	S	-	414	7	Im	M0 V
2909	Semashko	B8B89CB-D	Fl Hi In	{+4}	(788-2)	[AD19]	fEB	-	-	104	7	Im	M0 V
2914	Gismonda	BFB3743-7	Fl	{+0}	(364+1)	[8755]	B	-	-	622	8	Im	G5 V
2915	Ningxia	C300356-9	Va Lo	{-1}	(A21+0)	[1256]	B	-	-	605	8	Im	w D
2920	Mizushima	C000414-8	As Va Ni	{-2}	(E30-4)	[5247]	B	-	-	915	7	Im	M5 V
2923	Malashchuk	BDB3988-A	Fl Hi In	{+4}	(78E+3)	[9D5A]	fEB	-	-	504	7	Im	K5 V
2927	Scalesse	CCB0500-7	He Ni	{-2}	(941+2)	[2337]	B	-	-	113	8	Im	G0 V
2930	Medusa	A200687-C	Va Ni Na	{+1}	(F54-3)	[773F]	B	-	-	907	7	Im	w D
2936	Bensaur	C7B6859-8	Fl Ph	{-1}	(D76+1)	[4719]	eB	-	-	303	6	Im	M5 V
2939	Arulmani	C975378-9	Lo	{-1}	(921+5)	[7268]	B	S	-	812	8	Im	K5 V
3007	Frappa	C200466-B	Va Ni	{+0}	(635+2)	[3438]	B	-	-	700	2	Im	G0 V M5 V
3008	Godart	B200766-A	Va Na Pi	{+2}	(F66+3)	[4959]	DB	N	-	307	7	Im	w D
3010	Bobestelle	C410621-A	Ni Na	{+0}	(D51+4)	[665D]	B	-	-	924	8	Im	K5 V
3011	Remigio	C4A0677-8	He Ni	{-2}	(A54-3)	[5457]	B	-	-	904	7	Im	M0 V
3021	Barkhatova	A400FC8-F	Va Hi Na In	{+4}	(9EB+5)	[FF7F]	fEB	-	-	102	3	Im	w D w D
3025	Aetolia	B7A2665-8	Fl He Ni	{-1}	(B53+0)	[3526]	B	-	-	222	8	Im	G5 V
3027	Bloxwich	C100532-C	Va Ni	{+0}	(F46-5)	[853A]	B	-	-	506	7	Im	M5 V
3029	Corbin	CCB5557-6	Fl Ni Px	{-2}	(241-2)	[4361]	B	S	-	505	8	Im	K0 V
3031	Semirot	C300455-8	Va Ni	{-2}	(D30+0)	[5249]	B	-	-	204	8	Im	M0 V
3033	Chopin	E300100-8	Va Lo	{-3}	(C01+0)	[1168]	B	-	-	905	6	Im	M5 V
3036	Kirkwood	D000320-7	As Va Lo	{-3}	(821-4)	[115A]	B	-	-	914	7	Im	M0 V
3037	Ostap	EAA0101-9	He Lo	{-2}	(E01+0)	[317A]	B	-	-	814	8	Im	M0 V
3104	Bognor Regis	C100677-C	Va Ni Na	{+0}	(A51+2)	[663F]	B	-	-	805	6	Im	M5 V
3108	Louwman	B6B1788-A	Fl He	{+2}	(A64+0)	[692D]	B	-	-	407	8	Im	w D
3111	Hygiea	C200323-9	Va Lo	{-1}	(921+2)	[1275]	B	-	-	812	9	Im	F5 V
3112	Shorland	C100334-B	Va Lo	{+0}	(F21-2)	[135A]	B	-	-	805	6	Im	M5 V
3119	Plantin	C100436-9	Va Ni	{-1}	(C35-1)	[438A]	B	-	-	105	7	Im	M5 V
3121	Braunerova	E667100-6	Ga Lo	{-3}	(501-3)	[1169]	B	-	-	803	9	Im	F0 V
3122	Astreichelt	C300426-6	Va Ni	{-2}	(431-4)	[2223]	B	-	-	204	7	Im	M0 V
3134	Katsuno	E6A0103-7	He Lo	{-3}	(501+0)	[1157]	B	-	-	204	6	Im	M5 V
3135	Kallunge	E5A0547-3	He Ni	{-3}	(541+1)	[5283]	B	-	-	903	8	Im	K0 V
3138	Egypt	C7A0540-8	He Ni	{-2}	(B41+3)	[6399]	B	-	-	713	8	Im	K0 V
3201	Celestia	C765643-8	Ga Ni Ag Ri	{+0}	(A51+3)	[2618]	CB	S	-	904	8	Im	G5 V
3204	Miller	C000379-B	As Va Lo	{+0}	(821+4)	[434B]	B	-	-	514	7	Im	M0 V
3208	Otoyo	A7A897B-F	Fl Hi In	{+4}	(E8B-1)	[CD5C]	fEB	-	-	306	7	Im	M0 V
3209	Norris	B10068A-B	Va Ni Na	{+1}	(D54+0)	[974A]	B	S	-	804	7	Im	M5 V
3210	Wallenquist	C6B2141-5	Fl He Lo	{-2}	(701-1)	[3152]	B	S	-	302	6	Im	M5 V
3215	Ellicott	C000335-C	As Va Lo	{+0}	(B21-1)	[332F]	B	-	-	514	5	Im	M5 V M5 V
3219	Recogne	C410123-A	Lo	{+0}	(F01-5)	[118C]	B	S	-	504	8	Im	M0 V
3220	Amymilne	B1007A8-D	Va Na Pi	{+2}	(569-5)	[296A]	DB	-	-	302	4	Im	M5 V M5 V
3231	Nanyoten	B10075A-A	Va Na Pi	{+2}	(B69+1)	[694C]	DB	N	-	403	7	Im	M0 V
3237	Magri	BBB59DD-9	Fl Hi In	{+3}	(B8A-2)	[8C5A]	EB	N	A	412	8	Im	G5 V
3238	Springfield	E300210-8	Va Lo	{-3}	(711+2)	[1119]	B	-	-	603	5	Im	w D w D w D
3239	Anaverdu	C5A059D-6	He Ni	{-2}	(B41+3)	[9324]	B	S	-	804	9	Im	G0 V
