Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1324	Biblioran	ACB1748-D	Fl He	{+2}	(F68+5)	[395C]	B	N	-	313	9	Im	G0 V
1329	Coulson	D100222-8	Va Lo	{-3}	(911+0)	[1138]	B	-	-	503	7	Im	M0 V
1330	Wolkenstein	AEB267A-B	Fl Ni	{+1}	(752+3)	[4748]	B	-	-	912	9	Im	A5 V
1332	Barto	C300300-A	Va Lo	{+0}	(821+0)	[8389]	B	S	-	100	3	Im	M5 V M5 V
1333	Balaklava	B000655-A	As Va Ni Na	{+1}	(A57+2)	[672C]	B	-	-	911	2	Im	M5 V M5 V
1335	Ichinohe	A100997-E	Va Hi Na In	{+5}	(A8C-1)	[6E5F]	fEB	NS	-	101	4	Im	M0 V w D
1340	Thucydides	B7B09A5-D	He Hi In	{+4}	(D8A+0)	[6D7E]	fEB	-	-	906	8	Im	w D
1401	Marcel	B100666-C	Va Ni Na	{+1}	(654-2)	[8729]	B	S	-	604	7	Im	M5 V
1404	Maroua	E000431-6	As Va Ni	{-3}	(930+3)	[4136]	B	-	-	923	6	Im	M5 V
1405	Atsushimori	C410000-0	Ba	{-2}	(B00-4)	[0000]	B	S	-	004	7	Im	K5 V
1406	Alvarez	B000764-B	As Va Na Pi	{+2}	(F6D+1)	[796B]	DB	-	-	715	7	Im	M5 V
1408	Malaraghavan	E8A8434-8	Fl Ni	{-3}	(A33-2)	[7157]	B	-	-	903	8	Im	K0 V
1409	Leno	B100A99-F	Va Hi Na In	{+4}	(E9E+0)	[6E9E]	fEB	-	-	414	8	Im	M0 V
1414	Sofue	B100855-F	Va Ph Na Pi	{+2}	(A7A-2)	[9A1F]	eDB	N	-	404	6	Im	M5 V
1417	Saenredam	C200566-6	Va Ni	{-2}	(641-2)	[7365]	B	S	-	103	7	Im	K5 V
1418	Minamichita	A00098B-E	As Va Hi Na In	{+4}	(D88+3)	[BD4F]	fEB	-	-	214	6	Im	M5 V
1423	Skadiang	A200867-C	Va Ph Na Pi	{+2}	(A76-3)	[8A87]	eDB	-	-	706	7	Im	w D
1424	Serganov	C200301-9	Va Lo	{-1}	(921-4)	[122B]	B	S	-	204	8	Im	G0 V
1425	Beletskij	B867774-B	Ga Ag Ri	{+4}	(96F-3)	[6B4F]	fCB	S	-	110	9	Im	M5 III
1427	Siedentopf	C6A2569-8	Fl He Ni Px	{-2}	(740-2)	[1337]	B	-	-	103	8	Im	G0 V
1428	Osaka	C300510-6	Va Ni	{-2}	(841+1)	[4313]	B	-	-	102	6	Im	M5 V
1430	Galois	E300210-4	Va Lo	{-3}	(711-1)	[3164]	B	-	-	704	6	Im	M5 V
1432	Batalden	BBB467A-7	Fl Ni	{-1}	(854-3)	[4558]	B	N	-	802	9	Im	F5 V
1434	Tripoli	CAB6579-7	Fl Ni	{-2}	(640+0)	[3359]	B	-	-	523	8	Im	M0 V
1435	Kylie	A7A5766-A	Fl	{+2}	(867+2)	[6969]	B	-	-	633	8	Im	K5 V
1436	Bujumbura	C100436-A	Va Ni	{+0}	(634-1)	[7416]	B	S	-	601	4	Im	M0 V M5 V
1439	Medosan	B20088A-A	Va Ph Na Pi	{+2}	(F78-3)	[8A7B]	eDB	-	-	308	8	Im	w D
1502	Gajdos	C000652-8	As Va Ni Na	{-2}	(C50+0)	[2455]	B	-	-	702	5	Im	M5 V M5 V
1505	Qianzhou	C995687-7	Ni Ag	{-1}	(951-3)	[652B]	CB	-	-	500	5	Im	G0 V w D
1508	Ostergarn	E6B1237-5	Fl He Lo	{-3}	(411+0)	[1166]	B	-	-	614	9	Im	F0 V
1515	Kraske	B85A779-B	Wa	{+2}	(B69-1)	[6946]	B	S	-	713	8	Im	K0 V
1517	Vitja	C100472-8	Va Ni	{-2}	(D34-4)	[1278]	B	-	-	504	8	Im	M0 V
1518	Hajek	D300157-5	Va Lo	{-3}	(701+2)	[4145]	B	-	-	404	7	Im	M0 V
1520	Pendleton	BBB388C-9	Fl Ph	{+1}	(A79+0)	[7985]	eB	-	-	413	7	Im	M0 V
1521	Otto	E66A101-9	Wa Lo	{-2}	(901+4)	[114B]	B	-	-	504	8	Im	M0 V
1522	June	C20057A-8	Va Ni	{-2}	(940+3)	[7349]	B	-	-	504	7	Im	M5 V
1523	Jocelyn	B1009D9-8	Va Hi Na In	{+2}	(E8A-4)	[CB18]	EB	N	-	805	7	Im	M5 V
1525	Van Gent	C300454-9	Va Ni	{-1}	(535+4)	[731C]	B	-	-	802	3	Im	M5 V M5 V
1527	Heyerdahl	C6BA731-B	Fl	{+1}	(F6A+0)	[7839]	B	-	-	204	6	Im	M5 V
1530	Sarema	C200442-A	Va Ni	{+0}	(F32+2)	[347B]	B	-	-	405	7	Im	M0 V
1531	Lai	D410421-8	Ni	{-3}	(C33-4)	[1187]	B	S	-	605	8	Im	K0 V
1532	Satoru	A200876-C	Va Ph Na Pi	{+2}	(F78-2)	[BA6B]	eDB	-	-	407	8	Im	w D
1533	Ise-Ekiti	C6B5444-5	Fl Ni	{-2}	(532-5)	[5215]	B	S	-	103	8	Im	K0 V
1536	Forsius	B300642-B	Va Ni Na	{+1}	(B57+0)	[A77D]	B	N	-	502	9	Im	A5 V
1537	Garneau	A9D76AA-B	Ni	{+1}	(A56-2)	[376E]	B	N	-	413	8	Im	G0 V
1539	Chee	A86A884-E	Wa Ph Ri	{+3}	(B7D-3)	[AB1E]	eCB	-	-	602	8	Im	K0 V
1540	Galegant	A200753-E	Va Na Pi	{+2}	(F6A+2)	[A94F]	DB	-	-	806	7	Im	M0 V
1602	Escher	BCB09C8-C	He Hi In	{+4}	(F88-4)	[6D6D]	fEB	N	-	712	9	Im	A5 V
1604	Edwelda	B100765-C	Va Na Pi	{+2}	(668-1)	[893C]	DB	N	-	112	6	Im	M5 V
1605	Ljuba	D000130-7	As Va Lo	{-3}	(A01+0)	[1177]	B	S	-	814	9	Im	F5 V
1606	Defi	C200564-7	Va Ni	{-2}	(540-4)	[235B]	B	-	-	404	6	Im	M0 V M5 V
1607	Schutz	C10069A-A	Va Ni Na	{+0}	(F53-4)	[465C]	B	S	-	115	8	Im	K5 V
1608	Asahi	A758688-C	Ni Ag	{+2}	(A58-1)	[983B]	CB	-	-	701	4	Im	G5 V G5 V
1614	Huikilolani	A100BDE-F	Va Hi Na In	{+5}	(FAF+1)	[6F4F]	fEB	NS	A	604	6	Im	M5 V
1616	Biarmicus	A76478A-D	Ag Ri	{+4}	(76F+2)	[AB3E]	fCB	-	-	404	7	Im	K5 V
1618	Potosi	C100540-B	Va Ni	{+0}	(E42-3)	[957F]	B	S	-	514	8	Im	K0 V
1625	Nose	D410411-6	Ni	{-3}	(430-4)	[4184]	B	-	-	105	6	Im	M5 V
1628	Taptricus	D697745-5	Ag Pi	{-1}	(768+0)	[A657]	DCB	S	-	612	8	Im	G5 V
1630	Matsushige	A200887-C	Va Ph Na Pi	{+2}	(C78-2)	[8A5E]	eDB	-	-	606	7	Im	w D
1632	Katarina	E887453-3	Ga Ni Pa	{-3}	(833+3)	[7121]	cB	-	-	903	8	Im	K5 V
1634	Cirou	C7B556A-9	Fl Ni	{-1}	(C44-2)	[1448]	B	S	-	301	4	Im	M0 V M5 V
1640	Hal	E7A5303-6	Fl Lo	{-3}	(A21-3)	[213A]	B	-	-	603	7	Im	M0 V
1701	Ladislav	B966658-C	Ni Ag Ri	{+4}	(C57+0)	[5A7E]	fCB	NS	-	803	8	Im	G0 V
1706	Takabatake	E200562-9	Va Ni	{-2}	(D44+0)	[8359]	B	-	-	106	7	Im	w D
1709	Zhaoqing	C6B0214-7	He Lo	{-2}	(711+4)	[4165]	B	S	-	106	8	Im	w D
1713	Hachioji	C300544-6	Va Ni	{-2}	(340+4)	[5329]	B	S	-	124	8	Im	K5 V
1714	Robberto	ACB2615-C	Fl He Ni	{+1}	(B55+3)	[779A]	B	-	-	613	9	Im	F5 V
1715	Thisbe	C894314-8	Lo	{-2}	(721+2)	[116B]	B	-	-	404	8	Im	G5 V
1718	Kumamoto	CEB0453-9	Ni	{-1}	(F33-1)	[431B]	B	S	-	725	9	Im	G0 V
1720	Linchichieh	E000135-9	As Va Lo	{-2}	(901+1)	[4169]	B	-	-	414	8	Im	G5 V
1724	Hirao	B2007AD-8	Va Na Pi	{+0}	(964+1)	[C748]	DB	-	-	305	7	Im	M5 V
1726	Kuperus	C766537-7	Ga Ni Ag Pr	{-1}	(440+2)	[8458]	CcB	-	-	604	9	Im	G0 V
1729	Asimov	C100456-C	Va Ni	{+0}	(F31-3)	[8449]	B	-	-	705	7	Im	M0 V
1731	Altamira	C5A2352-9	Fl He Lo	{-1}	(A21-2)	[4288]	B	-	-	313	8	Im	K0 V
1733	Renate	BCB4977-9	Fl Hi In	{+3}	(785+2)	[4C58]	EB	-	-	500	6	Im	G0 V w D
1737	Suhanli	C200568-8	Va Ni	{-2}	(A41+1)	[637B]	B	-	-	107	8	Im	w D
1739	Sunderland	E667000-0	Ga Ba	{-3}	(700-2)	[0000]	B	-	-	000	4	Im	M0 V M5 V
1801	Gateshead	CCB2421-8	Fl He Ni	{-2}	(A33-3)	[8269]	B	S	-	303	9	Im	F0 V
1803	Hay	C9A1112-A	Fl He Lo	{+0}	(C01+0)	[3187]	B	-	-	713	9	Im	F5 V
1804	Antiphanes	C9B7410-A	Fl Ni	{+0}	(936+2)	[144B]	B	-	-	410	3	Im	M0 V M5 V
1805	Lew	C100566-C	Va Ni	{+0}	(645-3)	[556C]	B	S	-	712	6	Im	M0 V M5 V
1806	Abnoba	B8A5720-C	Fl	{+2}	(96B+0)	[499E]	B	-	-	600	6	Im	G5 V K5 V
1807	Zephyr	C000200-A	As Va Lo	{+0}	(911+0)	[2266]	B	S	-	514	6	Im	M5 V
1808	Pune	AAB6986-A	Fl Hi In	{+4}	(B8D-5)	[7D98]	fEB	N	-	103	6	Im	M5 V
1809	Meyerowitz	B410643-B	Ni Na	{+1}	(D57-1)	[4757]	B	S	-	724	8	Im	G0 V
1810	Richter	C100145-B	Va Lo	{+0}	(A01+0)	[11AE]	B	-	-	205	6	Im	M5 V
1811	Albertine	A8A5727-E	Fl	{+2}	(E68-2)	[998F]	B	-	-	304	7	Im	K5 V
1815	Maironis	E100535-A	Va Ni	{-1}	(645+1)	[941A]	B	-	-	604	6	Im	M5 V
1819	Celso	C8A2320-9	Fl He Lo	{-1}	(921+4)	[129A]	B	S	-	903	10	Im	A0 V
1823	Castafiore	A300786-B	Va Na Pi	{+2}	(C67+0)	[896F]	DB	N	-	705	7	Im	M5 V
1825	Joline	ABB4777-B	Fl	{+2}	(A68-2)	[795A]	B	N	-	204	8	Im	M0 V
1827	Vanhoeck	EBB3347-7	Fl Lo Px	{-3}	(921-1)	[2166]	B	-	-	303	8	Im	G0 V
1829	Medi	EBB0124-3	He Lo	{-3}	(601-1)	[1167]	B	-	-	413	8	Im	G0 V
1831	Cortland	C9A6346-A	Fl Lo	{+0}	(E21-4)	[632A]	B	S	-	102	6	Im	M5 V
1835	Ossikar	C5A0115-5	He Lo	{-2}	(B01+1)	[5168]	B	S	-	102	8	Im	K5 V
1837	Greifswald	C10046B-C	Va Ni	{+0}	(E32-3)	[145B]	B	-	-	305	7	Im	M5 V
1838	Oneill	A10099B-C	Va Hi Na In	{+4}	(B8D+0)	[9D5B]	fEB	-	-	405	7	Im	M0 V
1902	Haining	C000445-A	As Va Ni	{+0}	(C31-4)	[7465]	B	S	-	323	9	Im	F5 V
1904	London	DBB069B-5	He Ni	{-3}	(B53-1)	[3326]	B	-	-	703	8	Im	G5 V
1906	Stansill	C00066B-C	As Va Ni Na	{+0}	(955+2)	[461C]	B	-	-	800	3	Im	M5 V M5 V
1907	Bogatikov	E100400-6	Va Ni	{-3}	(433-1)	[61A3]	B	-	-	604	6	Im	M5 V
1911	Andrej	A7A6698-C	Fl Ni	{+1}	(C57+0)	[578F]	B	-	-	915	7	Im	M0 V
1912	Cantabia	C5A0213-6	He Lo	{-2}	(711+3)	[2127]	B	-	-	400	3	Im	K0 V M5 V
1916	Sitterly	B4A0625-A	He Ni	{+1}	(F53+1)	[779D]	B	-	-	315	8	Im	M0 V
1917	Lipovetsky	D6B6316-7	Fl Lo	{-3}	(B21+2)	[6137]	B	S	-	700	4	Im	K0 V K5 V
1918	Shiriuchi	C200100-C	Va Lo	{+0}	(901-1)	[1127]	B	-	-	500	3	Im	K5 V M5 V
1921	Riga	D5A5455-6	Fl Ni	{-3}	(730-1)	[3145]	B	-	-	504	7	Im	M0 V
1922	Posenia	A6A7CFF-F	Fl Hi In	{+4}	(CB8+3)	[CF3F]	fEB	-	A	804	7	Im	M0 V
1923	Arthurcox	A100866-E	Va Ph Na Pi	{+2}	(779-3)	[6A2D]	eDB	S	-	102	3	Im	w D w D
1927	Naveen	B200756-A	Va Na Pi	{+2}	(D6B+4)	[B93A]	DB	-	-	505	7	Im	M5 V
1930	Landoni	C100330-C	Va Lo	{+0}	(A21+5)	[3389]	B	-	-	103	7	Im	M0 V
1931	Coustenis	C200378-8	Va Lo	{-2}	(B21-1)	[51AB]	B	-	-	904	6	Im	M5 V
1932	Beregovoj	D6B6200-8	Fl Lo	{-3}	(611-2)	[415D]	B	S	-	900	4	Im	K0 V K5 V
1933	Angola	B410697-B	Ni Na	{+1}	(953+2)	[675C]	B	-	-	704	7	Im	M0 V
1936	Lewkopelew	A000668-D	As Va Ni Na	{+1}	(C56-3)	[776C]	B	-	-	414	6	Im	M5 V
1938	Siperstein	C100453-B	Va Ni	{+0}	(835-1)	[745C]	B	S	-	301	3	Im	M5 V M5 V
1939	Fujita	C000466-8	As Va Ni	{-2}	(F34+0)	[5247]	B	S	-	114	6	Im	M5 V
1940	Teague	C5A048A-6	He Ni	{-2}	(B31-2)	[3283]	B	-	-	800	3	Im	K5 V K5 V
2001	Angara	B7A468B-B	Fl Ni	{+1}	(B57+3)	[376F]	B	-	-	904	7	Im	M0 V
2002	Chasolivier	C200511-A	Va Ni	{+0}	(F43+0)	[556C]	B	S	-	907	8	Im	w D
2003	Beograd	C6C6320-5	Fl Lo	{-2}	(621-3)	[6154]	B	-	-	503	7	Im	K5 V
2004	Stenkumla	A4108DF-B	Ph Na Pi	{+2}	(977-3)	[5A19]	eDB	-	A	304	8	Im	G0 V
2006	Wakata	CDB4348-7	Fl Lo Px	{-2}	(621+3)	[1166]	B	-	-	705	8	Im	K0 V
2007	Nefedov	B6B6988-A	Fl Hi In	{+4}	(A8B+4)	[8D5D]	fEB	-	-	204	8	Im	K0 V
2009	Guangping	B100776-A	Va Na Pi	{+2}	(765+0)	[8965]	DB	-	-	104	7	Im	M0 V
2010	Modena	B100730-D	Va Na Pi	{+2}	(F66+3)	[695F]	DB	-	-	505	8	Im	M0 V
2011	Dalleave	E9A4220-4	Fl Lo	{-3}	(B11-1)	[3156]	B	-	-	733	8	Im	G0 V
2013	Saimaa	B100784-9	Va Na Pi	{+1}	(86B-2)	[C826]	DB	-	-	405	8	Im	M0 V
2015	Aldeobaldia	A300653-F	Va Ni Na	{+1}	(D57+3)	[477F]	B	N	-	604	6	Im	M5 V
2018	Qiansan	C9A3300-B	Fl Lo	{+0}	(F21+1)	[635F]	B	S	-	214	8	Im	K0 V
2020	Marmara	E000245-A	As Va Lo	{-1}	(F11+0)	[212D]	B	-	-	615	7	Im	M0 V
2023	Born	C200566-A	Va Ni	{+0}	(F43+4)	[657B]	B	S	-	907	7	Im	w D
2024	Asmara	C410101-C	Lo	{+0}	(901+0)	[6168]	B	-	-	404	6	Im	M5 V
2025	Kellerman	C200576-8	Va Ni	{-2}	(F41+3)	[331C]	B	S	-	608	8	Im	w D
2026	Bedford	B864845-7	Ph Pa Ri	{+1}	(875+0)	[6949]	eCcB	-	-	602	9	Im	A5 V
2027	Alture	X6B7100-2	Fl Lo	{-3}	(901+0)	[1151]	B	-	R	404	8	Im	K0 V
2028	Rarahu	B200641-D	Va Ni Na	{+1}	(A54+4)	[476D]	B	S	-	713	8	Im	M0 V
2030	Tetsuro	BBB2634-A	Fl He Ni	{+1}	(A54+2)	[676A]	B	-	-	603	8	Im	K0 V
2033	Vinceteri	A200752-B	Va Na Pi	{+2}	(B69+3)	[7929]	DB	N	-	213	6	Im	M0 V M5 V M5 V
2034	Pickard	C000520-B	As Va Ni	{+0}	(B43+2)	[5539]	B	-	-	524	8	Im	G0 V
2035	Bolotov	CAB8795-A	Fl	{+1}	(868-4)	[888B]	B	S	-	200	4	Im	K0 V M5 V
2036	Ozegahara	B100651-B	Va Ni Na	{+1}	(B54-2)	[472C]	B	S	-	803	5	Im	M0 V M5 V
2039	Banzan	A200697-A	Va Ni Na	{+1}	(755+2)	[7728]	B	-	-	610	3	Im	M0 V M5 V
2040	Burrell	A000735-B	As Va Na Pi	{+2}	(A66-3)	[59A8]	DB	N	-	623	8	Im	K5 V
2103	Bronnina	E200248-5	Va Lo	{-3}	(A11-1)	[1161]	B	-	-	407	7	Im	w D
2106	Greenberg	B200637-8	Va Ni Na	{-1}	(D50+1)	[354D]	B	-	-	906	7	Im	w D
2107	Saijokei	C410532-7	Ni	{-2}	(943+1)	[2318]	B	-	-	703	4	Im	w D w D
2109	Riku	C100334-8	Va Lo	{-2}	(B21-2)	[115C]	B	-	-	303	9	Im	G0 V
2110	Lakewood	A20098A-E	Va Hi Na In	{+4}	(D8F+1)	[8DAB]	fEB	-	-	104	7	Im	K5 V
2111	Satsuma	B100651-D	Va Ni Na	{+1}	(653+2)	[573F]	B	-	-	401	4	Im	M0 V M5 V
2112	Berenike	C1005AB-9	Va Ni	{-1}	(B44+3)	[448A]	B	-	-	305	7	Im	M0 V
2113	Lhasa	C7A2200-9	Fl He Lo	{-1}	(E11+1)	[2166]	B	S	-	806	8	Im	M0 V
2115	Ruth 	C5A2100-A	Fl He Lo	{+0}	(F01+5)	[416D]	B	-	-	614	8	Im	K0 V
2117	Roman	C100420-A	Va Ni	{+0}	(F33-4)	[6477]	B	-	-	404	7	Im	M0 V
2120	Bhuiyan	CAB1656-7	Fl He Ni Px	{-2}	(350-2)	[34A8]	B	-	-	202	9	Im	F5 V
2124	Palva	BAB3667-7	Fl Ni Px	{-1}	(854+4)	[255B]	B	-	-	211	9	Im	F0 V
2125	Ulm	CAB0552-6	He Ni	{-2}	(B43+2)	[5391]	B	-	-	603	9	Im	A5 V
2126	Metzler	A200832-B	Va Ph Na Pi	{+2}	(A7A-3)	[4A19]	eDB	-	-	706	8	Im	M0 V
2129	Askalaphus	D100469-9	Va Ni	{-2}	(930-2)	[1267]	B	-	-	214	6	Im	M5 V
2130	Niamey	B41068A-A	Ni Na	{+1}	(754-1)	[B789]	B	-	-	804	8	Im	K0 V
2131	Doria	D8A6546-6	Fl Ni	{-3}	(642-2)	[3286]	B	-	-	103	9	Im	F5 V
2132	Kourakuen	A200722-B	Va Na Pi	{+2}	(669-2)	[593A]	DB	-	-	413	7	Im	M0 V
2133	Elodie	E200000-0	Va Ba	{-3}	(400+2)	[0000]	B	-	-	003	7	Im	K5 V
2134	Wutayou	B5B2777-8	Fl He	{+0}	(B6B+1)	[C72A]	B	S	-	803	6	Im	M5 V
2135	Schneider	D8A3533-6	Fl Ni	{-3}	(940+1)	[5277]	B	S	-	701	7	Im	M0 V
2136	Kestecher	C100431-7	Va Ni	{-2}	(931+2)	[1298]	B	-	-	901	4	Im	M5 V M5 V
2137	Connors	A4108CD-E	Ph Na Pi	{+2}	(A78+1)	[6A3A]	eDB	N	-	804	6	Im	M5 V
2140	Baltuck	A6A58CD-C	Fl Ph	{+2}	(F76-3)	[8A7A]	eB	-	-	205	8	Im	M0 V
2201	Yada	BBB5875-8	Fl Ph	{+1}	(978+2)	[7934]	eB	NS	-	403	8	Im	K0 V
2203	Tlantilar	C200226-7	Va Lo	{-2}	(811+1)	[1124]	B	-	-	802	3	Im	w D w D
2204	Bratijchuk	A4108CC-F	Ph Na Pi	{+2}	(E7B+0)	[6A4F]	eDB	N	-	623	8	Im	G5 V
2207	Takinoue	D6A0376-6	He Lo	{-3}	(221-3)	[3136]	B	S	-	304	8	Im	K5 V
2210	Myrtus	AFB0897-9	Ph	{+1}	(B7A+1)	[6947]	eB	N	-	504	8	Im	K0 V
2211	Gerla	DDB8447-4	Fl Ni	{-3}	(530-2)	[5164]	B	S	-	905	8	Im	M0 V
2212	Toravere	A0006AC-F	As Va Ni Na	{+2}	(F57-2)	[786F]	B	NS	-	913	8	Im	G0 V
2214	Yinhai	CFB4344-8	Fl Lo	{-2}	(F21-2)	[1157]	B	S	-	914	8	Im	K5 V
2215	Andres	E200220-7	Va Lo	{-3}	(611+1)	[1146]	B	-	-	301	4	Im	M0 V M5 V
2217	Nyrola	B200767-9	Va Na Pi	{+1}	(C6B+3)	[6856]	DB	-	-	904	6	Im	M5 V
2218	Madison	D4A4146-7	Fl Lo	{-3}	(701+1)	[1118]	B	-	-	902	3	Im	M5 V M5 V
2219	Marchare	ECB2111-5	Fl He Lo	{-3}	(601+3)	[1175]	B	-	-	403	8	Im	K0 V
2220	Corpus Christi	B2009CE-A	Va Hi Na In	{+4}	(F8B-5)	[7D78]	fEB	N	A	907	8	Im	w D
2222	Upredan	D5A1420-5	Fl He Ni	{-3}	(A33+3)	[7161]	B	S	-	604	7	Im	K5 V
2226	Camacho	C100466-7	Va Ni	{-2}	(A30+0)	[6243]	B	-	-	205	7	Im	M5 V
2227	Degiorgi	B100667-E	Va Ni Na	{+1}	(E52-1)	[374D]	B	S	-	604	7	Im	M0 V
2231	Glendale	C400311-7	Va Lo	{-2}	(721+5)	[118A]	B	-	-	316	8	Im	w D
2232	Wickwar	C30079C-6	Va Na Pi	{-1}	(866+0)	[7655]	DB	-	-	304	7	Im	M0 V
2234	Villiers	B9A6631-B	Fl Ni	{+1}	(957-5)	[5768]	B	N	-	403	6	Im	M5 V
2236	Ilsebill	D000340-7	As Va Lo	{-3}	(821+0)	[4199]	B	S	-	411	4	Im	M0 V M5 V
2238	Saylor	B7A2761-7	Fl He	{+0}	(A66+2)	[A728]	B	S	-	305	8	Im	M0 V
2240	Grass	C7B4311-9	Fl Lo	{-1}	(A21+0)	[626A]	B	S	-	202	9	Im	A5 V
2301	Maidenhead	E200130-6	Va Lo	{-3}	(301-3)	[4136]	B	-	-	824	8	Im	K0 V
2302	Holic	B6B669A-8	Fl Ni	{-1}	(752-2)	[3594]	B	-	-	900	2	Im	M0 V M5 V
2305	Chester	E200311-7	Va Lo	{-3}	(821-2)	[5123]	B	-	-	506	7	Im	M5 V
2306	Arakihiroshi	E9A3200-5	Fl Lo	{-3}	(A11+1)	[1188]	B	-	-	102	7	Im	M0 V
2307	Ostankino	CBB4100-9	Fl Lo	{-1}	(B01+4)	[118B]	B	-	-	104	9	Im	G0 V
2310	Caccin	C200474-6	Va Ni	{-2}	(934+0)	[523B]	B	S	-	304	7	Im	M0 V
2313	Hedwig	EAB3348-7	Fl Lo Px	{-3}	(421+5)	[5144]	B	-	-	215	8	Im	K5 V
2314	Navi	B000698-9	As Va Ni Na	{+0}	(852+0)	[2649]	B	-	-	621	6	Im	F0 V M5 V M5 V
2315	Casca	C8B0120-9	He Lo	{-1}	(C01-1)	[114E]	B	-	-	512	9	Im	G0 V
2316	Jaroslawa	A8A78DD-C	Fl Ph	{+2}	(F7A+1)	[8A7B]	eB	-	A	206	8	Im	w D
2317	Incubus	C20056A-B	Va Ni	{+0}	(744+3)	[A54F]	B	S	-	300	3	Im	K5 V M5 V
2318	Barlach	C200121-9	Va Lo	{-1}	(D01-2)	[1145]	B	-	-	704	7	Im	M0 V
2319	Thoptris	C200596-8	Va Ni	{-2}	(F42+3)	[1339]	B	-	-	507	7	Im	w D
2320	Sargent	C000576-7	As Va Ni	{-2}	(341+3)	[4387]	B	-	-	523	8	Im	G0 V
2322	Buneiou	E300000-0	Va Ba	{-3}	(500-5)	[0000]	B	-	-	000	3	Im	M0 V M5 V
2324	Trilling	B8558CA-A	Ga Ph Pa	{+2}	(C7A+5)	[7A39]	ecB	N	-	620	4	Im	F0 V F5 V
2326	Nishiharima	B200855-A	Va Ph Na Pi	{+2}	(C7A+2)	[DA29]	eDB	-	-	606	7	Im	M5 V
2327	Kutsak	C9A7210-6	Fl Lo	{-2}	(711+5)	[4159]	B	-	-	914	8	Im	K0 V
2328	Pugovkin	C965566-4	Ni Ag Pr	{-1}	(A44+0)	[1434]	CcB	-	-	902	8	Im	G5 V
2329	Andosatoru	E100147-8	Va Lo	{-3}	(B01-2)	[1116]	B	-	-	406	7	Im	w D
2330	Schaerding	C000413-7	As Va Ni	{-2}	(934+3)	[3239]	B	-	-	615	8	Im	K5 V
2332	Tarsia	C300230-B	Va Lo	{+0}	(B11-5)	[1249]	B	-	-	504	6	Im	M5 V
2333	Fengningding	B7B09A9-9	He Hi In	{+4}	(A87+2)	[CD59]	fEB	NS	-	801	4	Im	K5 V M5 V
2336	Chushayashi	C200666-B	Va Ni Na	{+0}	(A52-3)	[9679]	B	S	-	904	6	Im	M5 V
2339	Dimpna	C100554-8	Va Ni	{-2}	(742+0)	[4338]	B	S	-	101	4	Im	K5 V M5 V
2340	Hubble	C6A3300-A	Fl Lo	{+0}	(921+0)	[1365]	B	S	-	704	8	Im	K5 V
2401	Paddock	A1009DF-B	Va Hi Na In	{+4}	(B88+2)	[5D5A]	fEB	-	A	605	6	Im	M5 V
2402	Spokane	C883523-5	Ni Pr	{-2}	(844+0)	[6339]	cB	S	-	505	8	Im	K5 V
2403	Dolezal	B410798-A	Na Pi	{+2}	(E67-1)	[395D]	DB	S	-	305	7	Im	K5 V
2404	Vittore	B300749-B	Va Na Pi	{+2}	(C66-1)	[7959]	DB	-	-	805	8	Im	M0 V
2408	Puttachi	X5A9553-2	Fl Ni	{-3}	(841-4)	[4231]	B	-	R	605	6	Im	M5 V
2411	Kerkhoven	E9A3587-4	Fl Ni Px	{-3}	(440-1)	[6212]	B	-	-	903	9	Im	G0 V
2414	Keynes	X200559-2	Va Ni	{-3}	(441-1)	[4213]	B	-	R	708	8	Im	w D
2422	Gurzhij	B410658-9	Ni Na	{+0}	(D54+0)	[8665]	B	S	-	903	6	Im	M5 V
2424	San Martin	CBB438B-A	Fl Lo	{+0}	(F21+1)	[131E]	B	S	-	106	8	Im	M0 V
2425	Benner	A6A6778-D	Fl	{+3}	(C68-4)	[5A4F]	B	NS	-	305	7	Im	M5 V
2431	Lespaul	C6A0213-6	He Lo	{-2}	(811-1)	[3134]	B	-	-	703	8	Im	K0 V
2432	Heguri	C5A0230-9	He Lo	{-1}	(C11+2)	[316D]	B	-	-	604	7	Im	M0 V
2433	Tauntonia	C000588-9	As Va Ni	{-1}	(841+0)	[643C]	B	S	-	311	9	Im	A5 V
2436	Ahantonioli	E300204-8	Va Lo	{-3}	(B11+4)	[7156]	B	-	-	803	6	Im	M5 V
2438	Sanctuary	C20058A-7	Va Ni	{-2}	(442+0)	[3348]	B	-	-	504	6	Im	M0 V M5 V
2439	Alfilipenko	C20059B-6	Va Ni	{-2}	(644+4)	[33A4]	B	-	-	206	8	Im	M0 V
2440	Ticha	D200577-4	Va Ni	{-3}	(742-1)	[5282]	B	-	-	405	7	Im	M0 V
2502	Giraudon	X100000-0	Va Ba	{-3}	(C00+0)	[0000]	B	-	R	004	6	Im	M5 V
2503	Takuboku	C561553-9	Ni Pr	{-1}	(B42+2)	[845A]	cB	S	-	903	9	Im	A5 V
2505	Kashcheev	A8A08AA-B	He Ph	{+2}	(A75+3)	[7A98]	eB	-	-	303	8	Im	G0 V
2506	Luttrell	C6B6644-7	Fl Ni	{-2}	(650-2)	[B458]	B	S	-	504	8	Im	G0 V
2507	Mukawa	D5B3000-0	Fl Ba	{-3}	(500-1)	[0000]	B	S	-	004	7	Im	M0 V
