Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1234	Strabnox	A100650-F	Va Ni Na	{+1}	(A56+1)	[273F]	B	N	-	713	6	Im	M5 V
1238	Harmon	C100541-A	Va Ni	{+0}	(E46-2)	[155B]	B	S	-	305	7	Im	M5 V
1239	Khromchenko	CDB0553-8	Ni	{-2}	(940+0)	[4355]	B	-	-	813	8	Im	G0 V
1240	Yingzhou	B66967A-B	Ni Ri	{+3}	(F56+5)	[599D]	CB	NS	-	304	8	Im	K0 V
1302	Dicicco	C6A5684-6	Fl Ni	{-2}	(A53+0)	[8431]	B	S	-	704	7	Im	M5 V
1303	Izzard	C200330-9	Va Lo	{-1}	(B21-3)	[4279]	B	S	-	505	6	Im	M5 V
1304	Tikhonov	B676647-7	Ni Ag	{+0}	(652-2)	[7656]	CB	S	-	103	9	Im	G0 V
1307	Sujaytyle	D883000-0	Ba	{-3}	(B00-3)	[0000]	B	-	-	003	9	Im	F5 V
1308	Navinbrian	C41057A-7	Ni	{-2}	(640-1)	[5344]	B	S	-	405	6	Im	M5 V
1309	Limdarren	E6A3200-6	Fl Lo	{-3}	(511+2)	[1168]	B	-	-	903	6	Im	M5 V
1310	Alpes	D9A5201-4	Fl Lo	{-3}	(A11+2)	[4163]	B	S	-	904	6	Im	M5 V
1315	Noreen	D5A8586-6	Fl Ni	{-3}	(640+2)	[2216]	B	S	-	505	8	Im	K0 V
1317	Leibacher	C300430-6	Va Ni	{-2}	(532+4)	[7248]	B	S	-	804	7	Im	M0 V
1318	Kirk	C7A1597-8	Fl He Ni Px	{-2}	(D40-1)	[1357]	B	-	-	404	8	Im	K0 V
1319	Griesser	C410201-9	Lo	{-1}	(811-1)	[4186]	B	-	-	205	7	Im	M5 V
1320	Polyxenos	C100530-A	Va Ni	{+0}	(C44+2)	[A537]	B	-	-	704	6	Im	M5 V
1322	Triconia	B7A6688-8	Fl Ni	{-1}	(755-1)	[757B]	B	S	-	300	4	Im	K5 V M5 V
1323	Suiseki	C100233-B	Va Lo	{+0}	(C11+0)	[123C]	B	-	-	804	9	Im	G0 V
1324	Shishkin	ABB3855-D	Fl Ph	{+2}	(C7B+4)	[5A4B]	eB	N	-	204	8	Im	K0 V
1325	Belinskij	C000563-C	As Va Ni	{+0}	(B43-2)	[459C]	B	-	-	333	8	Im	G5 V
1328	Zezhou	C5A058B-9	He Ni	{-1}	(940-4)	[947B]	B	-	-	503	8	Im	G5 V
1330	Shunqing	E400300-6	Va Lo	{-3}	(821+4)	[117A]	B	-	-	102	4	Im	w D w D
1333	Chamisso	D200446-6	Va Ni	{-3}	(232-1)	[6116]	B	S	-	305	7	Im	M5 V
1339	Karatsu	C8A2365-6	Fl He Lo	{-2}	(B21+3)	[2175]	B	-	-	114	9	Im	F0 V
1340	Guidotti	D5BA478-A	Fl Ni	{-1}	(831+1)	[7328]	B	-	-	504	6	Im	M5 V
1401	Wilhelms	CAB547A-9	Fl Ni	{-1}	(E35+0)	[336D]	B	-	-	422	8	Im	K5 V
1402	Bandaisan	CAB2356-6	Fl He Lo Px	{-2}	(521+0)	[4175]	B	S	-	404	9	Im	A5 V
1403	Telemann	C898359-5	Lo	{-2}	(521-5)	[1175]	B	-	-	903	8	Im	K0 V
1404	Waseda	B200657-E	Va Ni Na	{+1}	(953-4)	[372F]	B	-	-	703	7	Im	K5 V
1406	Suzamur	CBB8244-8	Fl Lo	{-2}	(D11-5)	[5178]	B	-	-	914	7	Im	M0 V
1409	Giada	CBB1373-7	Fl He Lo	{-2}	(921-2)	[2196]	B	-	-	403	9	Im	F0 V
1410	Chariklo	B100777-C	Va Na Pi	{+3}	(86A+4)	[7A7D]	DB	NS	-	703	5	Im	M5 V M5 V M5 V
1413	Sierra Leone	C000675-8	As Va Ni Na	{-2}	(E53-1)	[8435]	B	-	-	824	6	Im	M5 V
1414	Sommerfeld	A100866-B	Va Ph Na Pi	{+2}	(979+1)	[8A2D]	eDB	N	-	704	7	Im	M5 V
1417	Daguerre	BAB3775-C	Fl	{+2}	(C6D-4)	[798D]	B	N	-	404	7	Im	M5 V
1423	Pelinor	A200678-B	Va Ni Na	{+1}	(C56+1)	[6729]	B	-	-	405	5	Im	M5 V w D
1425	Port St. Lucie	D200488-7	Va Ni	{-3}	(C31+4)	[2188]	B	S	-	205	8	Im	M0 V
1427	Oaxaca	C7A3576-7	Fl Ni Px	{-2}	(340+1)	[535B]	B	-	-	404	8	Im	K5 V
1431	Rheinland	C200530-9	Va Ni	{-1}	(E41+2)	[5447]	B	-	-	808	8	Im	w D
1432	Mazoku	C6A0375-5	He Lo	{-2}	(A21+4)	[3141]	B	-	-	103	8	Im	K5 V
1436	Frieman	D100402-9	Va Ni	{-2}	(C34+2)	[1278]	B	-	-	414	6	Im	M5 V
1440	Gyas	A200676-E	Va Ni Na	{+1}	(F53+2)	[275F]	B	-	-	207	7	Im	w D
1501	Lidov	AAB4798-B	Fl	{+2}	(866+2)	[793A]	B	S	-	503	8	Im	K5 V
1503	Guerriero	C100657-D	Va Ni Na	{+0}	(A53+1)	[567C]	B	-	-	704	6	Im	M5 V
1506	Omuta	D5A4531-7	Fl Ni	{-3}	(740-3)	[A21C]	B	S	-	100	3	Im	F5 V K5 V
1507	Niknesterov	C767565-7	Ga Ni Ag Pr	{-1}	(743+2)	[3466]	CcB	S	-	103	9	Im	F0 V
1509	Ketelsen	C753411-4	Ni Po	{-2}	(934+1)	[4253]	B	S	-	801	4	Im	K5 V K5 V
1510	Polites	A1009BC-D	Va Hi Na In	{+4}	(789-1)	[9D5A]	fEB	N	-	203	4	Im	w D w D
1511	Koukolik	A100659-C	Va Ni Na	{+1}	(F56-2)	[777F]	B	N	-	106	7	Im	M5 V
1513	Rostand	B0009AC-C	As Va Hi Na In	{+4}	(D8A-3)	[CD8C]	fEB	N	-	715	7	Im	M5 V
1516	Mabaglioni	X300104-6	Va Lo	{-3}	(A01+1)	[1135]	B	-	R	514	7	Im	M5 V
1517	Corot	BDB49DD-6	Fl Hi In	{+2}	(58B+0)	[CBA9]	EB	S	A	704	6	Im	M5 V
1522	Fabiola	C864576-8	Ni Ag Pr	{-1}	(B44+1)	[142A]	CcB	S	-	603	8	Im	G5 V
1525	Mottola	ACB0654-E	He Ni	{+1}	(F56+4)	[478C]	B	-	-	214	8	Im	G5 V
1526	Echeclus	E6B6486-8	Fl Ni	{-3}	(C32+4)	[6198]	B	-	-	704	7	Im	M5 V
1530	Kanpur	C7B4166-7	Fl Lo	{-2}	(701+3)	[1186]	B	-	-	804	7	Im	M0 V
1531	Mikhalkov	C5B0466-A	He Ni	{+0}	(F36-3)	[8428]	B	-	-	914	7	Im	M0 V
1532	Astronautica	B100642-9	Va Ni Na	{+0}	(B52+3)	[8628]	B	-	-	203	6	Im	M5 V
1533	Gongmyung	A987762-A	Ag Ri	{+4}	(C6F+1)	[6B6C]	fCB	-	-	702	9	Im	F5 V
1534	Mirabeau	E5A0101-9	He Lo	{-2}	(F01+0)	[21A7]	B	-	-	305	7	Im	M0 V
1535	Lijianyang	CCB4455-B	Fl Ni	{+0}	(F36-1)	[8428]	B	-	-	914	8	Im	K5 V
1536	Thorenia	E100000-0	Va Ba	{-3}	(600+3)	[0000]	B	-	-	013	6	Im	M5 V
1605	Brianrice	C798224-8	Lo	{-2}	(411+1)	[3189]	B	-	-	600	2	Im	K5 V K5 V
1615	Katsuyoshi	C410400-C	Ni	{+0}	(731+0)	[44AF]	B	S	-	602	7	Im	K5 V
1616	Cestus	B8A6875-9	Fl Ph	{+1}	(67B+3)	[893D]	eB	-	-	803	7	Im	K5 V
1617	Regina	DBB1567-7	Fl He Ni Px	{-3}	(541-3)	[6245]	B	-	-	523	8	Im	G5 V
1619	Ami	DFB4400-6	Fl Ni	{-3}	(833-1)	[5187]	B	S	-	802	9	Im	G0 V
1621	Dusser	CEB5538-A	Fl Ni Px	{+0}	(A44-2)	[156A]	B	-	-	704	7	Im	M0 V
1623	Reyes	C200887-8	Va Ph Na Pi	{-1}	(677+0)	[6744]	eDB	-	-	300	3	Im	A0 V w D
1624	Lauten	C100446-B	Va Ni	{+0}	(833+0)	[2479]	B	-	-	405	7	Im	M5 V
1631	Mimistro	CABA322-B	Fl Oc Lo	{+0}	(B21-3)	[3368]	B	-	-	904	7	Im	M0 V
1633	Groeselenberg	D658567-5	Ni Ag	{-2}	(640+3)	[5369]	CB	-	-	703	8	Im	K0 V
1635	Taibei	C200442-8	Va Ni	{-2}	(E30+2)	[1273]	B	S	-	407	7	Im	w D
1638	Lincoln	CAB4684-7	Fl Ni	{-2}	(A50+0)	[1447]	B	-	-	603	9	Im	F5 V
1639	Fuchitatsuo	D000366-5	As Va Lo	{-3}	(921+1)	[11A5]	B	S	-	525	7	Im	w D
1701	Rara	C100451-B	Va Ni	{+0}	(B34-1)	[645D]	B	S	-	507	8	Im	M0 V
1702	Hallstrom	B6A0648-7	He Ni	{-1}	(551+1)	[3574]	B	-	-	303	8	Im	G5 V
1703	Tito	A888978-C	Hi Pr	{+3}	(A8A-1)	[DC7E]	EcB	-	-	703	9	Im	G0 V
1704	Bakhrakh	C000626-B	As Va Ni Na	{+0}	(652+3)	[866D]	B	S	-	810	5	Im	G5 V G5 V
1705	Asahi	C7A4346-8	Fl Lo Px	{-2}	(B21+0)	[112A]	B	S	-	305	7	Im	M0 V
1706	Galle	B100769-C	Va Na Pi	{+2}	(B69-1)	[791B]	DB	-	-	505	6	Im	M5 V
1707	Auricula	B4A0675-9	He Ni	{+0}	(F51-2)	[366B]	B	-	-	204	6	Im	M5 V
1710	Gongchang	B523875-C	Ph Na Pi Po	{+2}	(B76-5)	[BA47]	eDB	-	-	314	8	Im	K0 V
1711	Jaschek	BCB367B-B	Fl Ni	{+1}	(952+3)	[A78D]	B	S	-	404	7	Im	M0 V
1712	Kuzumaki	C300434-9	Va Ni	{-1}	(831-4)	[1387]	B	-	-	613	8	Im	G0 V
1717	Agiel	A100888-D	Va Ph Na Pi	{+2}	(B78+2)	[7A19]	eDB	-	-	105	7	Im	K5 V
1720	Eukrate	A956665-A	Ni Ag	{+2}	(A56+1)	[884B]	CB	N	-	302	9	Im	G0 V
1725	Gianni	A1007B8-C	Va Na Pi	{+2}	(F68+1)	[495C]	DB	-	-	305	7	Im	M0 V
1727	Rhoda	E8A0100-4	He Lo	{-3}	(701+0)	[1155]	B	-	-	313	9	Im	F0 V
1729	Barkla	C510986-B	Hi Na In	{+3}	(D8B+0)	[9C3A]	EB	-	-	402	8	Im	G5 V
1730	Hyderabad	C100153-C	Va Lo	{+0}	(C01-1)	[119D]	B	S	-	604	6	Im	M5 V
1732	Hunten	B8A5841-C	Fl Ph	{+2}	(A77+3)	[5A5C]	eB	-	-	902	8	Im	K5 V
1734	Precombia	B10069C-B	Va Ni Na	{+1}	(F52-1)	[7788]	B	-	-	105	7	Im	M5 V
1736	Benner	C400564-7	Va Ni	{-2}	(841-1)	[5393]	B	-	-	707	8	Im	w D
1739	Basilevsky	D200433-4	Va Ni	{-3}	(430+2)	[1114]	B	-	-	404	7	Im	M5 V
1740	Abashiri	CEB479C-5	Fl	{-1}	(564+1)	[A674]	B	S	-	504	8	Im	G5 V
1802	Benbilby	E000555-8	As Va Ni	{-3}	(E40+0)	[5225]	B	-	-	116	7	Im	w D w D
1807	Turikash	A6B97BC-D	Fl	{+2}	(B6A-1)	[691B]	B	N	-	614	7	Im	M0 V
1811	Azalea	A7B27AC-D	Fl He	{+2}	(C69+4)	[896F]	B	-	-	303	9	Im	G0 V
1813	Latona	A6A2854-C	Fl He Ph	{+2}	(A7D+2)	[6A9D]	eB	S	-	704	6	Im	M5 V
1814	Demanet	B410783-D	Na Pi	{+2}	(C6B+2)	[493E]	DB	N	-	404	8	Im	K0 V
1816	Tashi	A200766-B	Va Na Pi	{+2}	(969+1)	[897B]	DB	N	-	500	3	Im	M0 V M5 V
1817	Elijah	A666789-9	Ga Ag Ri	{+3}	(56E+0)	[7A3D]	CB	-	-	600	4	Im	G0 V M5 V
1818	Sinistan	C100466-7	Va Ni	{-2}	(733+4)	[4264]	B	S	-	414	7	Im	M0 V
1824	Arabella	A0008B8-C	As Va Ph Na Pi	{+2}	(F76+3)	[BA4E]	eDB	N	-	516	8	Im	M0 V
1829	Iwate	D588514-2	Ni Ag Pr	{-2}	(640-3)	[3331]	CcB	S	-	815	8	Im	M0 V
1830	Kamo	DCB5333-4	Fl Lo	{-3}	(621-1)	[1163]	B	-	-	304	7	Im	K5 V
1831	Chaplin	A7B4886-C	Fl Ph	{+2}	(A7A+5)	[7AA9]	eB	-	-	904	8	Im	K0 V
1832	Lyapunov	C200475-6	Va Ni	{-2}	(930+0)	[1227]	B	-	-	804	7	Im	M5 V
1835	Gong	B6B0767-A	He	{+2}	(F6C-1)	[298E]	B	N	-	506	7	Im	w D
1837	Harvill	E410330-9	Lo	{-2}	(A21+0)	[415A]	B	-	-	603	7	Im	M0 V
1838	Weir	C200300-9	Va Lo	{-1}	(F21-4)	[1258]	B	-	-	116	7	Im	M5 V
1840	Mitaka	C5A3400-7	Fl Ni	{-2}	(A31+1)	[7247]	B	-	-	602	7	Im	M0 V
1903	Moroso	B100687-E	Va Ni Na	{+1}	(852-4)	[777C]	B	-	-	201	4	Im	M0 V M5 V
1906	Sirataka	B20089A-C	Va Ph Na Pi	{+3}	(E7E-2)	[9B58]	eDB	NS	-	205	6	Im	M5 V
1910	Kareness	BCB6656-8	Fl Ni	{-1}	(652+0)	[157A]	B	N	-	200	4	Im	G5 V G5 V
1916	Iinan	E9A0332-3	He Lo	{-3}	(621+0)	[7173]	B	-	-	602	8	Im	G0 V
1917	Casals	B6B2665-7	Fl He Ni	{-1}	(A50-4)	[559A]	B	-	-	422	9	Im	F0 V
1918	Pattillo	C100454-9	Va Ni	{-1}	(831-1)	[8388]	B	S	-	600	3	Im	M5 V M5 V
1922	Koharumi	C955455-6	Ni Pa	{-2}	(833+3)	[4216]	cB	S	-	602	9	Im	F0 V
1924	Romulus	A767778-8	Ga Ag Ri	{+2}	(B67+1)	[8959]	CB	-	-	310	3	Im	G5 V K5 V
1927	Foglar	CAB2676-6	Fl He Ni Px	{-2}	(850-1)	[2492]	B	S	-	404	7	Im	M0 V
1928	Takei	B300665-B	Va Ni Na	{+1}	(D55+0)	[576C]	B	N	-	704	7	Im	M0 V
1929	Kiam	B300656-9	Va Ni Na	{+0}	(D55-4)	[5617]	B	N	-	303	7	Im	K5 V
1930	Pajdusakova	CFB5566-5	Fl Ni Px	{-2}	(740-4)	[5368]	B	S	-	304	8	Im	G5 V
1936	Long'An	C7A5556-A	Fl Ni Px	{+0}	(B43-2)	[458D]	B	-	-	604	7	Im	M0 V
1938	Nigelreuel	C000642-7	As Va Ni Na	{-2}	(752+0)	[5466]	B	-	-	816	7	Im	w D
1940	Noctua	E5B0253-8	He Lo	{-3}	(F11+1)	[3149]	B	-	-	904	7	Im	M0 V
2002	Pechstein	C9A1411-7	Fl He Ni	{-2}	(631-1)	[4249]	B	-	-	114	8	Im	G0 V
2006	Remarque	C200732-6	Va Na Pi	{-1}	(564-4)	[86A9]	DB	-	-	500	3	Im	M0 V M5 V
2009	Hayward	C100213-C	Va Lo	{+0}	(D11-4)	[123F]	B	S	-	711	3	Im	M5 V M5 V
2011	Minerva	B7B2969-A	Fl He Hi In	{+5}	(88A+3)	[BE39]	fEB	NS	-	602	4	Im	M0 V M5 V
2012	Mann	B74979A-9	Pi	{+1}	(F65+1)	[387A]	DB	-	-	625	8	Im	K0 V
2013	Falls	ECB3230-8	Fl Lo	{-3}	(A11+2)	[6139]	B	-	-	205	8	Im	M0 V
2014	Stepanov	D7A4566-3	Fl Ni Px	{-3}	(840-3)	[3261]	B	S	-	512	8	Im	K0 V
2017	Moyocoanno	CDB4345-7	Fl Lo	{-2}	(821+1)	[1164]	B	-	-	312	8	Im	K0 V
2018	Falcone	B987643-9	Ni Ag Ri	{+2}	(A58+1)	[2849]	CB	-	-	512	9	Im	F0 V
2024	Chiny	B9887A7-6	Ag Ri	{+2}	(668-3)	[8996]	CB	-	-	803	8	Im	G0 V
2026	Khariton	D300376-5	Va Lo	{-3}	(921+1)	[7183]	B	S	-	601	10	Im	A0 V
2027	Rumsey	C200579-8	Va Ni	{-2}	(A43+1)	[8348]	B	-	-	105	8	Im	K5 V
2029	Chiron	C100220-C	Va Lo	{+0}	(E11+4)	[223B]	B	-	-	415	8	Im	M0 V
2030	Marcia	CEB1443-9	Fl Ni	{-1}	(D34-5)	[332C]	B	S	-	203	8	Im	K0 V
2031	Neoptolemus	C100330-C	Va Lo	{+0}	(A21+0)	[13AA]	B	-	-	803	5	Im	M0 V M5 V
2033	Sabena	C7A9557-8	Fl Ni	{-2}	(F43-3)	[6344]	B	-	-	705	7	Im	M0 V
2034	Montecorvino	A6A6797-A	Fl	{+2}	(966-4)	[B978]	B	N	-	104	7	Im	K5 V
2101	Mongol	C200445-B	Va Ni	{+0}	(D35-1)	[5478]	B	-	-	306	6	Im	M5 V
2105	Aylesbury	C8A3333-6	Fl Lo	{-2}	(B21+2)	[1174]	B	-	-	300	4	Im	K5 V K5 V
2108	Cheruskia	AEB3777-C	Fl	{+2}	(B67-2)	[491D]	B	N	-	603	8	Im	G5 V
2111	Svojsik	E100256-B	Va Lo	{-1}	(511+0)	[316F]	B	-	-	610	3	Im	M0 V M5 V
2112	Zauberflote	B100738-C	Va Na Pi	{+2}	(664+1)	[A95E]	DB	N	-	901	4	Im	M5 V M5 V
2113	Mcaliley	A30099A-E	Va Hi Na In	{+5}	(B8B+2)	[9E8D]	fEB	NS	-	704	8	Im	K5 V
2114	Magnitskij	A20099B-F	Va Hi Na In	{+4}	(F8E-3)	[BD8F]	fEB	N	-	308	8	Im	w D
2115	Sanner	E200300-5	Va Lo	{-3}	(321-2)	[1124]	B	-	-	212	4	Im	M5 V M5 V
2116	Thignol	A10078C-C	Va Na Pi	{+2}	(B6A-5)	[697C]	DB	-	-	504	7	Im	M0 V
2117	Tokara	BAB0650-D	He Ni	{+1}	(955-2)	[571C]	B	-	-	903	9	Im	F0 V
2118	Mila	AAB1634-C	Fl He Ni	{+2}	(653-1)	[386F]	B	NS	-	212	10	Im	A0 V
2119	Portule	A200847-C	Va Ph Na Pi	{+2}	(878-1)	[8A39]	eDB	N	-	304	7	Im	K5 V
2120	Blaha	A7A6662-B	Fl Ni	{+1}	(B57-4)	[37AB]	B	-	-	704	7	Im	K5 V
2121	Stout	C000469-A	As Va Ni	{+0}	(F35+4)	[2456]	B	S	-	315	8	Im	K5 V
2122	Savigliano	C100413-A	Va Ni	{+0}	(D33+0)	[146C]	B	S	-	510	4	Im	K0 V M5 V
2127	Abira	C410401-7	Ni	{-2}	(530+2)	[622B]	B	-	-	123	9	Im	G0 V
2128	Itayanagi	B4A0794-B	He	{+2}	(A6B-1)	[597D]	B	S	-	603	7	Im	M5 V
2130	Byrd	C5A4200-7	Fl Lo	{-2}	(811+4)	[2166]	B	S	-	102	4	Im	M5 V w D
2131	Vives	E5A0210-6	He Lo	{-3}	(A11-2)	[117A]	B	-	-	103	6	Im	M5 V
2133	Shoshana	C410103-A	Lo	{+0}	(801+4)	[118A]	B	-	-	314	8	Im	K5 V
2134	Bychkov	BEB78BF-8	Fl Ph	{+0}	(A77+1)	[8858]	eB	-	A	804	6	Im	M5 V
2135	Prisma	C200768-B	Va Na Pi	{+1}	(F65+0)	[8877]	DB	-	-	708	8	Im	w D
2136	Boucolion	C300541-B	Va Ni	{+0}	(A44-2)	[452F]	B	S	-	805	6	Im	M5 V
2137	Srnin	C6A1685-9	Fl He Ni	{-1}	(D50+0)	[357A]	B	-	-	913	9	Im	F0 V
2138	Aletta	B8B0686-8	He Ni	{-1}	(554-5)	[557C]	B	-	-	400	3	Im	K5 V K5 V
2139	Frieda	ADB2620-A	Fl Ni	{+1}	(A54-3)	[A76A]	B	S	-	604	8	Im	K5 V
2202	Nye	C7A28A7-8	Fl He Ph	{-1}	(777+5)	[A755]	eB	-	-	714	6	Im	M5 V
2203	Valpertile	CEB2534-5	Fl Ni	{-2}	(640-1)	[8355]	B	S	-	306	8	Im	K0 V
2204	Harunaga	A200646-F	Va Ni Na	{+2}	(756+0)	[A82F]	B	NS	-	204	8	Im	K0 V
2207	Matson	E965130-3	Lo	{-3}	(801-1)	[3112]	B	-	-	903	9	Im	F0 V
2209	Amneris	C100335-A	Va Lo	{+0}	(E21-3)	[2328]	B	-	-	506	8	Im	M0 V
2215	Batens	C000665-9	As Va Ni Na	{-1}	(C54-3)	[9579]	B	-	-	714	7	Im	M0 V
2219	Gutman	E100249-5	Va Lo	{-3}	(B11-1)	[4172]	B	-	-	605	6	Im	M5 V
2222	Fedynskij	C100553-8	Va Ni	{-2}	(942+2)	[53A6]	B	-	-	914	5	Im	M5 V w D M5 V
2224	Zimbabwe	B000677-D	As Va Ni Na	{+1}	(856-4)	[774D]	B	-	-	314	6	Im	M5 V
2226	Frouard	A000786-D	As Va Na Pi	{+2}	(B68+4)	[595F]	DB	-	-	822	9	Im	A5 V
2228	Allisonbaas	B4108A5-D	Ph Na Pi	{+2}	(977+3)	[7A5E]	eDB	-	-	315	8	Im	M0 V
2229	Cambridge	C943314-8	Lo Po	{-2}	(C21+0)	[3137]	B	S	-	413	9	Im	F5 V
2231	Vilgusova	C868430-8	Ni Pa	{-2}	(732+1)	[3246]	cB	-	-	100	3	Im	G0 V G5 V
2235	Reaumur	A300657-B	Va Ni Na	{+1}	(E52+5)	[A76A]	B	N	-	105	6	Im	M5 V
2236	Fabribud	C100684-B	Va Ni Na	{+0}	(B56+1)	[A619]	B	S	-	914	8	Im	M0 V
2239	Shinano	B100867-9	Va Ph Na Pi	{+1}	(875+1)	[5986]	eDB	S	-	605	8	Im	M0 V
2303	Leal	C410000-0	Ba	{-2}	(900+2)	[0000]	B	-	-	011	3	Im	M5 V M5 V
2305	Waland	C7B4679-5	Fl Ni Px	{-2}	(952+0)	[7456]	B	-	-	202	10	Im	A0 V
2306	Harrison	EAB5200-7	Fl Lo	{-3}	(711-4)	[316B]	B	-	-	903	8	Im	K0 V
2307	Shifutsu	C410200-C	Lo	{+0}	(D11+3)	[1288]	B	S	-	604	7	Im	M0 V
2312	Gabriel	A5B0885-A	He Ph	{+2}	(F7B+0)	[6A6B]	eB	-	-	905	7	Im	M0 V
2313	Fiorenza	C777489-9	Ni Pa	{-1}	(833-3)	[431C]	cB	S	-	311	6	Im	G5 V M5 V M5 V
2315	Bochner	AAB4666-D	Fl Ni Px	{+1}	(953-2)	[872F]	B	-	-	613	7	Im	M0 V
2316	Saint Paul	B8A0775-A	He	{+2}	(C6C-3)	[292C]	B	S	-	404	8	Im	G5 V
2322	Bendjoya	C692651-5	He Ni	{-2}	(852-3)	[6462]	B	-	-	202	9	Im	F0 V
2324	Nanette	E6A0562-3	He Ni	{-3}	(741-2)	[3257]	B	-	-	102	8	Im	G0 V
2325	Mihama	C100435-A	Va Ni	{+0}	(C31+0)	[4469]	B	S	-	204	7	Im	M5 V
2328	Helwerthia	A1008CA-B	Va Ph Na Pi	{+2}	(57B-1)	[BA3C]	eDB	S	-	210	3	Im	K0 V K5 V
2329	Dione	C300101-9	Va Lo	{-1}	(501-3)	[118C]	B	S	-	702	8	Im	K0 V
2332	Golombek	E200330-6	Va Lo	{-3}	(621+2)	[312A]	B	-	-	407	8	Im	w D
2333	Aterui	C100000-0	Va Ba	{-2}	(800-4)	[0000]	B	-	-	014	6	Im	M5 V
2337	Paolotesi	E862341-6	Lo	{-3}	(A21+1)	[2137]	B	-	-	713	8	Im	K5 V
2404	Cailletet	ABB2687-C	Fl He Ni Px	{+1}	(D54+2)	[774F]	B	S	-	114	8	Im	K5 V
2409	Yugoslavia	A6B37BB-9	Fl	{+1}	(C69-1)	[8868]	B	-	-	704	7	Im	M0 V
2411	Kadiyala	E200000-0	Va Ba	{-3}	(800-2)	[0000]	B	-	-	013	7	Im	K5 V
2416	Jizni	CDB1551-6	Fl Ni	{-2}	(540-3)	[5348]	B	S	-	904	8	Im	K0 V
2420	Nanchang	A771777-D	He Pi	{+2}	(96A+1)	[791A]	DB	N	-	323	9	Im	F5 V
2421	Tetsuro	B1009CD-D	Va Hi Na In	{+4}	(F89-2)	[9D2B]	fEB	N	-	903	7	Im	M0 V
2423	Cowell	C000556-A	As Va Ni	{+0}	(D41+4)	[154A]	B	S	-	514	7	Im	M0 V
2430	Ahau	C7A3420-A	Fl Ni	{+0}	(934+2)	[347E]	B	S	-	404	8	Im	K5 V
2431	Zuev	C6B2456-A	Fl He Ni Px	{+0}	(635-1)	[1466]	B	-	-	304	6	Im	M5 V
2432	Kemi	E4A0455-6	He Ni	{-3}	(730+5)	[3134]	B	-	-	805	7	Im	w D
2434	Marghanna	C6A1537-A	Fl He Ni Px	{+0}	(642-2)	[155A]	B	-	-	412	8	Im	G5 V
2435	Stonehenge	C200347-7	Va Lo	{-2}	(621+4)	[6159]	B	S	-	611	4	Im	M0 V M5 V
2437	Gaea	CEB5310-9	Fl Lo	{-1}	(F21+4)	[122B]	B	-	-	106	9	Im	G0 V
2501	Trelleborg	B7B5655-B	Fl Ni	{+1}	(953+0)	[3758]	B	N	-	813	8	Im	K0 V
2505	Norwan	C100498-8	Va Ni	{-2}	(F32+0)	[3258]	B	-	-	413	8	Im	K0 V
2506	Dossobuono	BDB1798-9	Fl	{+1}	(B68+4)	[485D]	B	-	-	102	9	Im	A5 V
2507	Fracastoro	D200102-5	Va Lo	{-3}	(601+1)	[1174]	B	S	-	404	8	Im	K5 V
2508	Ceres	B1008AD-E	Va Ph Na Pi	{+2}	(E77-4)	[DA7F]	eDB	-	-	412	7	Im	M0 V
2509	Agnesi	C100200-A	Va Lo	{+0}	(A11+2)	[124D]	B	-	-	503	6	Im	M5 V
2510	Giocasilli	A100669-E	Va Ni Na	{+1}	(C56-3)	[176E]	B	-	-	803	6	Im	K0 V K5 V K5 V
2514	Guangxin	C6A5433-6	Fl Ni	{-2}	(634-1)	[7248]	B	-	-	905	8	Im	M0 V
2515	Gerais	B30087B-9	Va Ph Na Pi	{+2}	(67A-1)	[8A48]	eDB	NS	-	303	6	Im	M5 V
2517	Lena	C6A2663-5	Fl He Ni	{-2}	(950-1)	[A449]	B	S	-	304	6	Im	M5 V
2518	Distratis	E100110-6	Va Lo	{-3}	(601-2)	[1142]	B	-	-	403	7	Im	M0 V
2519	Nemsu	C3008BC-7	Va Ph Na Pi	{-1}	(C77+1)	[6736]	eDB	-	-	213	6	Im	M0 V M5 V
2521	Ugep	D100545-8	Va Ni	{-3}	(C43-2)	[624A]	B	S	-	805	8	Im	M0 V
2522	Sinan	C300542-8	Va Ni	{-2}	(A40+3)	[231B]	B	-	-	103	9	Im	A5 V
2523	Orosei	C000366-7	As Va Lo	{-2}	(521-1)	[5173]	B	S	-	715	7	Im	w D
2526	Chiarini	CAB1776-A	Fl He	{+1}	(D68+0)	[982B]	B	-	-	323	9	Im	F0 V
2527	Klimishin	A000665-F	As Va Ni Na	{+1}	(955-1)	[673F]	B	N	-	311	5	Im	K5 V M5 V
2531	Newtownabbey	A667696-8	Ga Ni Ag Ri	{+1}	(952-2)	[4745]	CB	S	-	804	8	Im	G0 V
2534	Neith	C200663-8	Va Ni Na	{-2}	(851-1)	[2445]	B	-	-	504	7	Im	K5 V
2536	Gaki	B200763-B	Va Na Pi	{+2}	(C68+5)	[597B]	DB	N	-	204	7	Im	M0 V
2537	Bakharev	C4B0747-A	He	{+1}	(D68-4)	[6816]	B	-	-	306	7	Im	w D
2538	Zabadak	D988586-7	Ni Ag Pr	{-2}	(340+0)	[6314]	CcB	S	-	400	5	Im	K0 V w D
