Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
1933	Porthan	C200556-7	Va Ni	{-2}	(444+3)	[334B]	B	-	-	205	8	Im	M0 V
1937	Xosa	C5A0247-7	He Lo	{-2}	(511+0)	[2188]	B	S	-	304	7	Im	M0 V
2002	Sarkar	A766864-9	Ga Ph Pa Ri	{+2}	(97A+4)	[7A5C]	eCcB	-	-	610	4	Im	F5 V M5 V
2003	Hernandez	A200759-E	Va Na Pi	{+2}	(E64+3)	[893F]	DB	-	-	308	8	Im	w D
2009	Sootan	CAB6589-8	Fl Ni	{-2}	(D40-1)	[A365]	B	-	-	404	8	Im	K5 V
2012	Abhramu	A1009EE-F	Va Hi Na In	{+4}	(C8F+3)	[ED8F]	fEB	-	A	502	3	Im	M5 V M5 V
2013	Ganesa	C100520-9	Va Ni	{-1}	(845-4)	[8458]	B	S	-	505	6	Im	M5 V
2016	Velenia	E100346-A	Va Lo	{-1}	(C21+0)	[2259]	B	-	-	113	8	Im	K0 V
2019	Ulm	B745664-6	Ni Ag	{+0}	(552-1)	[9648]	CB	S	-	700	5	Im	G0 V G5 V
2022	Tokushima	B2007A8-9	Va Na Pi	{+1}	(86A+1)	[382E]	DB	-	-	203	6	Im	M5 V
2024	Fossett	A100789-D	Va Na Pi	{+2}	(86C-2)	[591C]	DB	-	-	703	7	Im	M5 V
2025	Zelter	C200324-8	Va Lo	{-2}	(A21-5)	[6188]	B	S	-	707	7	Im	w D
2026	Shkuratov	D100489-5	Va Ni	{-3}	(930+0)	[7114]	B	-	-	907	8	Im	w D
2031	Yugra	C410220-A	Lo	{+0}	(B11+0)	[326E]	B	S	-	404	7	Im	M0 V
2033	Tripnax	CDB4510-8	Fl Ni	{-2}	(E41+3)	[335C]	B	S	-	805	7	Im	M0 V
2037	Dientzen	D000310-6	As Va Lo	{-3}	(621+4)	[3148]	B	-	-	416	7	Im	M5 V
2038	Beaton	C969351-9	Lo	{-1}	(E21+2)	[626A]	B	S	-	803	8	Im	G5 V
2039	Magnusson	B200742-C	Va Na Pi	{+3}	(66D+0)	[5A48]	DB	NS	-	703	8	Im	G0 V
2101	Laurie	DCB8466-3	Fl Ni	{-3}	(730+3)	[4176]	B	S	-	505	8	Im	K5 V
2102	Delbarrio	CAB15AC-8	Fl He Ni	{-2}	(942+1)	[4328]	B	S	-	300	3	Im	G5 V G5 V
2107	Euforbo	CAB4653-B	Fl Ni	{+0}	(B54+0)	[367F]	B	S	-	403	9	Im	F0 V
2110	Marsh	C7A3468-7	Fl Ni Px	{-2}	(632+1)	[426B]	B	S	-	104	6	Im	M5 V
2112	Emuno	A100779-D	Va Na Pi	{+2}	(B65-2)	[893E]	DB	-	-	704	9	Im	G0 V
2115	Plutarchos	D100225-A	Va Lo	{-1}	(811-1)	[416C]	B	S	-	405	7	Im	M5 V
2121	Hachioji	B300995-C	Va Hi Na In	{+4}	(C8F-1)	[BD5F]	fEB	N	-	305	8	Im	M0 V
2122	Muzzio	A4109CB-B	Hi Na In	{+4}	(C8B-1)	[CD8A]	fEB	N	-	304	7	Im	M0 V
2125	Mckinney	C100430-7	Va Ni	{-2}	(230+3)	[127A]	B	S	-	220	4	Im	F0 V F5 V
2127	Gothlandia	C200521-6	Va Ni	{-2}	(C44+1)	[2364]	B	-	-	913	9	Im	F0 V
2134	Brungardt	D200324-9	Va Lo	{-2}	(F21-2)	[315D]	B	-	-	222	9	Im	F0 V
2135	Frydek	EFB4120-3	Fl Lo	{-3}	(401-4)	[1171]	B	-	-	622	9	Im	A5 V
2140	Delos	C200631-8	Va Ni Na	{-2}	(E53-3)	[A467]	B	S	-	307	8	Im	w D
2201	Ezra	A6B3775-B	Fl	{+3}	(768-1)	[5A49]	B	NS	-	713	9	Im	F0 V
2204	Petunia	E6B3127-6	Fl Lo	{-3}	(601-3)	[1125]	B	-	-	406	8	Im	M0 V
2205	Bexa	A5A1652-E	Fl He Ni	{+1}	(C57-1)	[875E]	B	N	-	806	7	Im	w D
2213	Bangui	E300102-8	Va Lo	{-3}	(F01-2)	[1177]	B	-	-	306	7	Im	w D
2214	Perun	B100845-E	Va Ph Na Pi	{+2}	(A7E-3)	[8A7C]	eDB	S	-	903	8	Im	K5 V
2216	Tsayweanshun	B8A7698-C	Fl Ni	{+1}	(B56+0)	[673B]	B	S	-	204	8	Im	K0 V
2218	Celuta	A100687-D	Va Ni Na	{+1}	(A53-1)	[575E]	B	-	-	201	3	Im	M0 V M5 V
2224	Shimaken	CDB55AC-9	Fl Ni	{-1}	(A42+1)	[747A]	B	S	-	604	7	Im	M0 V
2230	Kinney	C100437-B	Va Ni	{+0}	(931+5)	[444B]	B	-	-	302	5	Im	M0 V M5 V
2231	Woszczyk	C200236-9	Va Lo	{-1}	(E11+3)	[4127]	B	-	-	308	8	Im	w D
2235	Titurel	C6A3446-A	Fl Ni Px	{+0}	(734-1)	[446A]	B	S	-	703	6	Im	M0 V w D
2303	Iraaten	E7A8000-0	Fl Ba	{-3}	(700+0)	[0000]	B	-	-	014	7	Im	M0 V
2305	Hoijyusek	C8B056B-5	He Ni	{-2}	(A41+2)	[4328]	B	S	-	201	2	Im	w D w D
2307	Gnadig	E5A9304-9	Fl Lo	{-2}	(C21-4)	[41A7]	B	-	-	814	9	Im	F5 V
2310	Kacha	A200DFF-D	Va Hi Na In	{+4}	(DC9+2)	[FF8F]	fEB	N	A	703	8	Im	K5 V
2313	Abramson	C6AA514-7	Fl Ni	{-2}	(740+1)	[237A]	B	S	-	503	6	Im	M5 V
2314	Chrisa	B8B28CE-8	Fl He Ph	{+0}	(D75+2)	[7845]	eB	-	A	413	8	Im	K5 V
2317	Yakumo	D300643-5	Va Ni Na	{-3}	(651-2)	[7332]	B	S	-	713	6	Im	M5 V
2321	Widma	D100222-A	Va Lo	{-1}	(B11+1)	[3156]	B	-	-	304	6	Im	M5 V
2332	Vasterhejde	E200000-0	Va Ba	{-3}	(700+1)	[0000]	B	-	-	003	6	Im	M5 V
2333	Olivia	D200310-4	Va Lo	{-3}	(821+3)	[3125]	B	S	-	408	8	Im	w D
2336	Viridius	C200544-9	Va Ni	{-1}	(745-3)	[8446]	B	S	-	603	6	Im	M5 V
2338	Pontianak	C100578-A	Va Ni	{+0}	(A45-1)	[455D]	B	-	-	203	5	Im	M5 V M5 V
2402	Wodehouse	B5A2788-9	Fl He	{+1}	(E6C+4)	[B8AB]	B	-	-	104	7	Im	M0 V
2403	Jabberwock	C20048B-9	Va Ni	{-1}	(C34+3)	[4337]	B	-	-	304	8	Im	G0 V
2410	Kholopov	E200400-6	Va Ni	{-3}	(833+1)	[7146]	B	-	-	704	7	Im	K5 V
2411	Radcliffe	C300455-9	Va Ni	{-1}	(633+3)	[536C]	B	-	-	504	6	Im	M5 V
2413	Andrillat	E6A1400-6	Fl He Ni	{-3}	(930-2)	[5139]	B	-	-	400	3	Im	K5 V K5 V
2414	Megantic	E200000-0	Va Ba	{-3}	(300-2)	[0000]	B	-	-	007	7	Im	w D
2416	Seiland	C100667-C	Va Ni Na	{+0}	(B51+0)	[7678]	B	S	-	114	8	Im	M0 V
2424	Malpais	A5A0756-F	He	{+2}	(A6A+1)	[39AF]	B	N	-	505	7	Im	M5 V
2425	Scunthorpe	A7A59A7-F	Fl Hi In	{+4}	(88B-1)	[4D7B]	fEB	-	-	103	10	Im	A0 V
2434	Mildred	D100100-B	Va Lo	{-1}	(601+5)	[119D]	B	S	-	112	10	Im	A0 V
2435	Kolokolova	A8B57B9-C	Fl	{+3}	(96A+3)	[7A9C]	B	NS	-	104	8	Im	M0 V
2436	Mitaka	A410899-C	Ph Na Pi	{+2}	(875+3)	[9A7F]	eDB	-	-	203	5	Im	M5 V M5 V
2438	Bassingford	AAB38CB-E	Fl Ph	{+2}	(A7C+1)	[4A3F]	eB	-	-	604	6	Im	M5 V
2440	Nilus	C30048C-A	Va Ni	{+0}	(E31-2)	[3447]	B	S	-	205	7	Im	M5 V
2503	Menghuan	B200788-8	Va Na Pi	{+0}	(A6A-3)	[9749]	DB	S	-	704	7	Im	K5 V
2505	Kagamigawa	B7B5887-8	Fl Ph	{+0}	(87B+2)	[4818]	eB	N	-	203	8	Im	G0 V
2506	Nandini	A6A7ABF-F	Fl Hi In	{+4}	(B9B+0)	[9E2F]	fEB	N	A	804	8	Im	M0 V
2507	Aconcagua	E200230-5	Va Lo	{-3}	(A11-5)	[3187]	B	-	-	104	6	Im	M5 V
2508	Vacchi	DBB3211-7	Fl Lo	{-3}	(411-2)	[1117]	B	S	-	905	8	Im	K5 V
2511	Harish	C100345-B	Va Lo	{+0}	(D21+3)	[1369]	B	S	-	105	7	Im	M5 V
2513	Springfield	C300346-8	Va Lo	{-2}	(F21-3)	[6148]	B	-	-	104	8	Im	K5 V
2514	Etampes	C5A8303-A	Fl Lo	{+0}	(E21+2)	[1337]	B	S	-	104	8	Im	K0 V
2515	Agueros	C8A4513-6	Fl Ni	{-2}	(942-4)	[6315]	B	-	-	903	8	Im	K0 V
2517	Awanoyumi	A869787-E	Ri	{+3}	(86A-2)	[4A2D]	CB	N	-	401	3	Im	K0 V K5 V
2522	Craigavon	C410465-B	Ni	{+0}	(631-4)	[646A]	B	-	-	401	3	Im	M0 V M5 V
2525	Jensallit	B986874-6	Ph Pa Ri	{+1}	(978-2)	[7982]	eCcB	N	-	404	8	Im	G0 V
2528	Navashin	C100477-A	Va Ni	{+0}	(B36-1)	[8475]	B	S	-	504	8	Im	K0 V
2534	Fuglesang	C777240-6	Lo	{-2}	(411-3)	[1194]	B	S	-	804	8	Im	K5 V
2535	Terui	CAB3203-8	Fl Lo	{-2}	(C11+3)	[316D]	B	-	-	105	7	Im	M0 V
2538	Aamon	E783444-6	Ni	{-3}	(730+1)	[4153]	B	-	-	504	8	Im	K0 V
2540	Kota	E985122-3	Lo	{-3}	(501-3)	[2111]	B	-	-	213	9	Im	F5 V
2601	Guo	C6A436B-9	Fl Lo	{-1}	(B21+1)	[626E]	B	S	-	803	8	Im	G5 V
2604	Asura	D200457-5	Va Ni	{-3}	(B33-1)	[2167]	B	-	-	505	6	Im	M5 V
2605	Lecointe	C5B4130-5	Fl Lo	{-2}	(701-4)	[3188]	B	S	-	314	7	Im	M0 V
2607	Ostrovskij	D200300-A	Va Lo	{-1}	(E21+1)	[426A]	B	-	-	104	6	Im	M5 V
2611	Tabuse	B000797-A	As Va Na Pi	{+2}	(B67-1)	[49A9]	DB	N	-	812	4	Im	M0 V M5 V
2615	Kimshin	E6A5220-4	Fl Lo	{-3}	(811-5)	[2183]	B	-	-	204	7	Im	M5 V
2617	Taiyuan	C8A5676-9	Fl Ni Px	{-1}	(D53+0)	[458B]	B	S	-	314	7	Im	M0 V
2620	Dirichlet	C200346-A	Va Lo	{+0}	(F21-2)	[5329]	B	S	-	108	8	Im	w D
2621	Ate	B300654-A	Va Ni Na	{+1}	(552-1)	[379D]	B	S	-	802	4	Im	M0 V M5 V
2626	Shuvalov	A300865-B	Va Ph Na Pi	{+2}	(979-3)	[6A3C]	eDB	N	-	514	8	Im	K0 V
2632	Terbruggen	C200564-6	Va Ni	{-2}	(740-3)	[3319]	B	-	-	105	7	Im	M5 V
2634	Stepling	E7A1000-0	Fl He Ba	{-3}	(500-2)	[0000]	B	-	-	003	8	Im	K0 V
2702	Cevennes	B8A3787-C	Fl	{+2}	(769+2)	[6957]	B	N	-	814	8	Im	K0 V
2703	Jaime	B10088C-9	Va Ph Na Pi	{+1}	(D78-1)	[69A9]	eDB	-	-	214	7	Im	M5 V
2707	Sigrid	B20077B-D	Va Na Pi	{+2}	(B6B-3)	[797C]	DB	N	-	107	8	Im	w D
2708	Baggaley	C987452-6	Ni Pa	{-2}	(630-1)	[8224]	cB	S	-	100	4	Im	K5 V M5 V
2712	Pingyang	C6B1100-A	Fl He Lo	{+0}	(A01+0)	[2197]	B	S	-	404	7	Im	M0 V
2713	Tsvetkova	A6A39CC-F	Fl Hi In	{+4}	(C8B-2)	[9D5E]	fEB	-	-	404	8	Im	K0 V
2717	Devanssay	B10066B-9	Va Ni Na	{+0}	(C56+3)	[361A]	B	-	-	804	7	Im	M5 V
2719	Zadornov	B300640-C	Va Ni Na	{+1}	(B54+1)	[974E]	B	-	-	812	8	Im	G5 V
2720	Kakabadze	C677400-8	Ni Pa	{-2}	(832-3)	[523B]	cB	S	-	401	4	Im	M0 V M5 V
2721	Holstein	E100576-7	Va Ni	{-3}	(B42-1)	[6217]	B	-	-	305	6	Im	M5 V
2724	Cornus	A1006BF-F	Va Ni Na	{+1}	(A57-1)	[579F]	B	-	A	806	8	Im	M0 V
2727	Burnaby	B100672-A	Va Ni Na	{+2}	(958+2)	[787B]	B	NS	-	304	7	Im	M0 V
2730	Hofmannsthal	D300463-6	Va Ni	{-3}	(330+2)	[4191]	B	S	-	402	4	Im	M5 V M5 V
2731	Bikushev	D510457-7	Ni	{-3}	(631+0)	[6159]	B	S	-	304	7	Im	w D
2735	Juza	C787532-6	Ga Ni Ag Pr	{-1}	(742+2)	[2426]	CcB	S	-	111	6	Im	G0 V G5 V
2738	Wallasey	E200224-5	Va Lo	{-3}	(611+1)	[4139]	B	-	-	106	7	Im	M5 V
2801	Maeva	B100868-E	Va Ph Na Pi	{+2}	(A77+3)	[5A5B]	eDB	N	-	921	7	Im	M0 V
2803	Vapula	A300887-C	Va Ph Na Pi	{+2}	(97C+2)	[AA27]	eDB	N	-	513	7	Im	M0 V
2804	Shirosato	E100000-0	Va Ba	{-3}	(300+2)	[0000]	B	-	-	002	4	Im	M5 V M5 V
2805	Osaka	CCB6385-9	Fl Lo	{-1}	(921-3)	[127A]	B	-	-	612	8	Im	G0 V
2809	Mit	C6A3563-5	Fl Ni	{-2}	(441+1)	[4355]	B	-	-	603	8	Im	K0 V
2810	Ikeda	C6A0596-8	He Ni	{-2}	(940+2)	[335C]	B	-	-	314	8	Im	K5 V
2812	Al-Biruni	E6A0135-5	He Lo	{-3}	(701+3)	[1127]	B	-	-	900	4	Im	F5 V K5 V
2813	Brunorossi	A200674-E	Va Ni Na	{+2}	(D57+0)	[987F]	B	NS	-	704	4	Im	w D w D
2815	Petit	B7A5777-8	Fl	{+0}	(A6B+3)	[475A]	B	S	-	803	7	Im	M0 V
2821	Zanotta	B5B0742-B	He	{+2}	(666-3)	[B95A]	B	-	-	700	4	Im	G5 V G5 V
2823	Moriarty	BAB3777-C	Fl	{+2}	(966+2)	[39AD]	B	-	-	204	8	Im	K0 V
2824	Leuschneria	C100664-9	Va Ni Na	{-1}	(951-1)	[3569]	B	S	-	303	6	Im	M5 V
2827	Kobresia	C6A5489-7	Fl Ni Px	{-2}	(C33-3)	[4276]	B	S	-	801	5	Im	G0 V K5 V
2829	Kyogoku	E400103-8	Va Lo	{-3}	(B01-3)	[112C]	B	-	-	704	7	Im	w D
2831	Ottmarsheim	C86779C-8	Ga Ag Ri	{+1}	(C69-2)	[A876]	CB	-	-	414	8	Im	K5 V
2832	Katoki	BAB08AA-9	He Ph	{+1}	(B77-1)	[7948]	eB	-	-	613	8	Im	G0 V
2834	Birch	C8A2410-9	Fl He Ni	{-1}	(630+0)	[3339]	B	-	-	400	2	Im	K5 V M5 V
2904	Iphidamas	A0009AE-F	As Va Hi Na In	{+4}	(E87+1)	[CD7B]	fEB	-	-	715	8	Im	K5 V
2906	Alberton	CCB0445-A	He Ni	{+0}	(A32+2)	[7479]	B	-	-	704	8	Im	K5 V
2909	Leviathan	ACB28A7-9	Fl He Ph	{+1}	(C79+1)	[6967]	eB	N	-	801	9	Im	F0 V
2912	Cueca	C100337-A	Va Lo	{+0}	(C21-2)	[23AA]	B	S	-	703	6	Im	M5 V M5 V
2915	Kazumitsu	A9A3676-C	Fl Ni Px	{+1}	(954+1)	[671F]	B	N	-	204	8	Im	G5 V
2921	Athene	A1009CB-F	Va Hi Na In	{+4}	(A8A-3)	[5D3F]	fEB	N	-	300	3	Im	M0 V M5 V
2924	Amundsenia	ABB2989-E	Fl He Hi In	{+4}	(A8D+1)	[EDAD]	fEB	-	-	102	9	Im	F0 V
2928	Stackpole	DCB5202-4	Fl Lo	{-3}	(A11+2)	[4154]	B	-	-	604	9	Im	G0 V
2932	Libai	A3009AB-F	Va Hi Na In	{+4}	(C8D+2)	[9D1F]	fEB	N	-	805	6	Im	M5 V
2938	Chernya	C682362-5	Lo	{-2}	(721-2)	[4165]	B	S	-	804	8	Im	K5 V
2939	Potter	E774000-0	Ba	{-3}	(A00+2)	[0000]	B	-	-	006	8	Im	M0 V
2940	Gianni	C6A8654-B	Fl Ni	{+0}	(B51+0)	[A61B]	B	-	-	500	4	Im	K0 V K5 V
3002	Cluny	C4A3486-B	Fl Ni Px	{+0}	(936+2)	[442B]	B	-	-	603	9	Im	F5 V
3004	Wotho	C7B4221-9	Fl Lo	{-1}	(B11-1)	[114A]	B	-	-	504	8	Im	K0 V
3005	Saltis	A9A5656-B	Fl Ni Px	{+1}	(B54+1)	[475A]	B	N	-	903	8	Im	G0 V
3007	Feingold	A8B3721-B	Fl	{+2}	(E6D+4)	[498D]	B	-	-	207	8	Im	w D
3016	Dobrovolsky	B5B3635-A	Fl Ni	{+1}	(D54+5)	[6746]	B	-	-	614	8	Im	G5 V
3018	Jackson	C200774-7	Va Na Pi	{-1}	(866+0)	[C627]	DB	-	-	704	4	Im	w D w D
3025	Paimon	C664234-8	Lo	{-2}	(811-2)	[6136]	B	-	-	303	8	Im	M0 V
3026	Imhotep	C5A1597-7	Fl He Ni Px	{-2}	(843-2)	[5348]	B	-	-	104	7	Im	M0 V
3028	Babben	C6B4665-A	Fl Ni	{+0}	(D55+4)	[6675]	B	S	-	405	6	Im	M5 V
3030	Minamisanriku	B300613-A	Va Ni Na	{+1}	(C53+2)	[5729]	B	N	-	605	8	Im	K5 V
3031	Barbaresco	C100110-B	Va Lo	{+0}	(801+0)	[418A]	B	-	-	710	2	Im	M5 V M5 V
3038	Schwanden	C200589-8	Va Ni	{-2}	(C40+0)	[5377]	B	-	-	704	7	Im	M0 V
3101	Las Cruces	E000300-9	As Va Lo	{-2}	(C21+2)	[8178]	B	-	-	414	6	Im	M0 V M5 V M5 V
3102	Bondia	C6B4369-6	Fl Lo Px	{-2}	(521+2)	[2166]	B	S	-	704	8	Im	G0 V
3104	Rozov	C974243-4	Lo	{-2}	(911+4)	[3135]	B	-	-	304	8	Im	G5 V
3106	Ferguson	C8A5444-7	Fl Ni	{-2}	(A33-1)	[823C]	B	S	-	501	3	Im	K5 V M5 V
3112	Linie	E200000-0	Va Ba	{-3}	(400+0)	[0000]	B	-	-	008	8	Im	w D
3113	Kimamos	C410544-9	Ni	{-1}	(940-1)	[5466]	B	-	-	205	7	Im	M0 V
3119	Nocturna	A100787-C	Va Na Pi	{+2}	(D6B+0)	[995E]	DB	-	-	705	7	Im	M5 V
3120	Karpov	C6A4200-9	Fl Lo	{-1}	(911+0)	[218C]	B	-	-	503	8	Im	K0 V
3121	Lyuba	BFB7989-A	Fl Hi In	{+4}	(D89-3)	[9D5D]	fEB	-	-	615	8	Im	K5 V
3125	Sherman	CBB5556-8	Fl Ni Px	{-2}	(E40+0)	[6315]	B	-	-	805	7	Im	M0 V
3129	Nishikota	C10088C-B	Va Ph Na Pi	{+1}	(67A+1)	[496B]	eDB	-	-	104	8	Im	M0 V
3131	Jiri	C8A6543-8	Fl Ni	{-2}	(D40+0)	[5349]	B	-	-	214	8	Im	K0 V
3134	Paeonia	C300577-7	Va Ni	{-2}	(B40+0)	[7366]	B	S	-	304	7	Im	M5 V
3135	Tukmit	C7A5546-A	Fl Ni Px	{+0}	(E42-4)	[3597]	B	S	-	903	6	Im	M5 V
3136	Alir	A8A0848-A	He Ph	{+2}	(776-3)	[4A5D]	eB	N	-	202	6	Im	G5 V K5 V w D
3138	Bunke	AAB18AB-C	Fl He Ph	{+2}	(E7A-3)	[8A4C]	eB	S	-	503	8	Im	G5 V
3139	Tanya	E6A8243-6	Fl Lo	{-3}	(611+0)	[216B]	B	-	-	713	7	Im	M0 V
3203	Rieko	A100656-E	Va Ni Na	{+1}	(B54+1)	[572F]	B	-	-	805	7	Im	M5 V
3208	Mycerinos	A6537CF-9	Po	{+1}	(A67+3)	[885B]	B	-	A	904	8	Im	K0 V
3211	Constable	C200213-6	Va Lo	{-2}	(811-1)	[2153]	B	-	-	904	4	Im	w D w D
3214	Thedron	B7B3623-8	Fl Ni	{-1}	(F51-1)	[3597]	B	S	-	114	8	Im	G5 V
3220	Watts	D000110-A	As Va Lo	{-1}	(C01-3)	[114D]	B	S	-	814	7	Im	M0 V
3221	Hamzabari	E300378-6	Va Lo	{-3}	(621+4)	[3126]	B	-	-	812	10	Im	A0 V
3223	Oiso	A6B6967-D	Fl Hi In	{+4}	(D8E+1)	[CD8F]	fEB	N	-	704	8	Im	M0 V
3224	Rintarus	CCB3542-6	Fl Ni	{-2}	(540+0)	[9367]	B	-	-	304	9	Im	F5 V
3225	Alvare	B100653-C	Va Ni Na	{+1}	(C56-2)	[778C]	B	S	-	905	6	Im	M5 V
3229	Boksenberg	C300333-9	Va Lo	{-1}	(B21-4)	[1237]	B	S	-	704	7	Im	M0 V
3234	Guccini	CDB2100-9	Fl Lo	{-1}	(C01+2)	[3129]	B	-	-	604	8	Im	K0 V
3235	Mittlefehldt	C200777-A	Va Na Pi	{+1}	(E6B+0)	[4849]	DB	-	-	803	7	Im	K5 V
3236	Brunet	C747334-8	Lo	{-2}	(B21-1)	[11AA]	B	S	-	903	8	Im	G5 V
